LEGACY_STATUS	STATUS	LANGUA	DESCRP	DI_TIMESTAMP											
17	17	R	Функциональное подтверждение приема - негативно	2018.06.19 05:33:47											
17	17	S	Functional Acknowledgement negativo	2018.06.19 05:33:47											
17	17	T	İşlevsel alındı negatif	2018.06.19 05:33:47											
17	17	U	Toiminnallinen kuittaus negatiivinen	2018.06.19 05:33:47											
17	17	V	Functional Acknowledgement negativ	2018.06.19 05:33:47											
17	17	W	Функционално потвърждение е отрицателно	2018.06.19 05:33:47											
17	17	X	Funkcinis patvirtinimas neigiamas	2018.06.19 05:33:47											
17	17	Y	Funkcionālais apstiprinājums ir negatīvs	2018.06.19 05:33:47											
17	17	c	Functional Acknowledgement negatiu	2018.06.19 05:33:47											
17	17	d	Funkcionalna potvrda negativna	2018.06.19 05:33:47											
17	17	늑	TAIS TEDS2*+	2018.06.19 05:33:47											
17	17	닱	[Ƒűŋċţįŏŋąĺ∙Āċķŋŏŵĺēƌğēɱēŋţ∙ŋēğąţįʋ∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙]	2018.06.19 05:33:47											
17	17	묩	कार्यात्मक अभिस्वीकृति नकारात्मक	2018.06.19 05:33:47											
17	17	뱋	Функциялық растау теріс	2018.06.19 05:33:47											
17	17	쁩	Báo nhận chức năng không xác định	2018.06.19 05:33:47											
18	18	1	切换 EDI 子系统 OK	2018.06.19 05:33:47											
18	18	2	การทริกเกอร์ระบบย่อย EDI OK	2018.06.19 05:33:47											
18	18	3	EDI 하위 시스템 트리거링 OK	2018.06.19 05:33:47											
18	18	4	Declanşare subsistem EDI OK	2018.06.19 05:33:47											
18	18	5	Sproženje EDI-podsistema OK	2018.06.19 05:33:47											
18	18	6	Pokretanje EDI podsustava OK	2018.06.19 05:33:47											
18	18	7	Subsistem EDI pemicuan OK	2018.06.19 05:33:47											
18	18	8	Ініціювання підсистеми EDI пройшло успішно	2018.06.19 05:33:47											
18	18	9	EDI alamsüsteem on käivitatud	2018.06.19 05:33:47											
18	18	A	تشغيل النظام الفرعي EDI جيد	2018.06.19 05:33:47											
18	18	B	הפעלת תת-מערכת EDI מוצלחת	2018.06.19 05:33:47											
18	18	C	Spouštění subsystému EDI OK	2018.06.19 05:33:47											
18	18	D	Anstoß des EDI-Subsystems OK	2018.06.19 05:33:47											
18	18	E	Triggering EDI subsystem OK	2018.06.19 05:33:47											
18	18	F	OK pour le lancement du sous-système EDI	2018.06.19 05:33:47											
18	18	G	Εναρξη υποσυστήματος EDI OK	2018.06.19 05:33:47											
18	18	H	EDI-alrendszer indítása O.K.	2018.06.19 05:33:47											
18	18	I	Avvio del sottosistema EDI OK	2018.06.19 05:33:47											
18	18	J	EDI サブシステム起動 OK	2018.06.19 05:33:47											
18	18	K	Start af EDI-subsystem OK	2018.06.19 05:33:47											
18	18	L	Inicjalizacja systemu podrzędnego EDI OK	2018.06.19 05:33:47											
18	18	M	驅動 EDI子系統　OK	2018.06.19 05:33:47											
18	18	N	Start van EDI-subsysteem OK	2018.06.19 05:33:47											
18	18	O	Start av EDI-subsystemet OK	2018.06.19 05:33:47											
18	18	P	Acionamento do subsistema EDI OK	2018.06.19 05:33:47											
18	18	Q	Spustenie subsystému EDI OK	2018.06.19 05:33:47											
18	18	R	Инициация EDI-подсистемы ОК	2018.06.19 05:33:47											
18	18	S	Lanzamiento del subsistema EDI OK	2018.06.19 05:33:47											
18	18	T	EDI alt sistem başlatımı tamam	2018.06.19 05:33:47											
18	18	U	EDI-alijärjestelmän käynnistys OK	2018.06.19 05:33:47											
18	18	V	Initiering av EDI-subsystem OK	2018.06.19 05:33:47											
18	18	W	Стартиране на EDI подсистема OK	2018.06.19 05:33:47											
18	18	X	Pavyko inicijuoti EDI posistemę	2018.06.19 05:33:47											
18	18	Y	EDI apakšsistēmas izraisīšana ir izdevusies	2018.06.19 05:33:47											
18	18	c	Llançament del subsistema EDI OK	2018.06.19 05:33:47											
18	18	d	Pokretanje EDI podsistema OK	2018.06.19 05:33:47											
18	18	늑	TAIS TEDS2*+	2018.06.19 05:33:47											
18	18	닱	[Āŋşţŏß∙ƌēş∙ĔĎĬ-Ŝűƃşŷşţēɱş∙ŎĶ∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙]	2018.06.19 05:33:47											
18	18	묩	ट्रिगरिंग EDI सबसिस्टम ठीक है	2018.06.19 05:33:47											
18	18	뱋	EDI ішкі жүйесін бастау дұрыс	2018.06.19 05:33:47											
18	18	쁩	Kích hoạt hệ thống phụ OK	2018.06.19 05:33:47											
19	19	1	数据已传递到端口用于测试	2018.06.19 05:33:47											
19	19	2	ส่งผ่านข้อมูลไปยังพอร์ตเพื่อการทดสอบ	2018.06.19 05:33:47											
19	19	3	테스트를 위해 포트에 데이터 전송됨	2018.06.19 05:33:47											
19	19	4	Date transmise la port pt.test	2018.06.19 05:33:47											
19	19	5	Prenos podatkov vratom za test OK	2018.06.19 05:33:47											
19	19	6	Podaci proslijeđeni na port za test	2018.06.19 05:33:47											
19	19	7	Data dipindahkan ke port untuk ujian	2018.06.19 05:33:47											
19	19	8	Дані передані до порту для тесту	2018.06.19 05:33:47											
19	19	9	Andmed on testimiseks edastatud porti	2018.06.19 05:33:47											
19	19	A	تم تمرير البيانات إلى المنفذ للاختبار	2018.06.19 05:33:47											
19	19	B	הנתונים הועברו ליציאה לבדיקה	2018.06.19 05:33:47											
19	19	C	Předání dat na port pro test OK	2018.06.19 05:33:47											
19	19	D	Datenübergabe an Port für Test OK	2018.06.19 05:33:47											
19	19	E	Data passed to port for test	2018.06.19 05:33:47											
19	19	F	OK pour le transfert de données à titre de test	2018.06.19 05:33:47											
19	19	G	Μεταφορά δεδομένων σε θύρα για έλεγχο	2018.06.19 05:33:47											
19	19	H	Adatátvitel port felé, teszt O.K.	2018.06.19 05:33:47											
19	19	I	Trasf. dati alla porta per test OK	2018.06.19 05:33:47											
19	19	J	テスト用にデータをポートに転送済	2018.06.19 05:33:47											
19	19	K	Dataoverførsel til port for test OK	2018.06.19 05:33:47											
19	19	L	Transfer danych do portu (test) OK	2018.06.19 05:33:47											
19	19	M	已將資料移轉至連接埠以進行測試	2018.06.19 05:33:47											
19	19	N	Gegevensdoorgifte aan poort voor test OK	2018.06.19 05:33:47											
19	19	O	Dataoverføring til port for test OK	2018.06.19 05:33:47											
19	19	P	Transferência de dados para a porta (para teste) OK	2018.06.19 05:33:47											
19	19	Q	Odovzdanie dát na port pre test OK	2018.06.19 05:33:47											
19	19	R	Перенос данных в порт для теста ОК	2018.06.19 05:33:47											
19	19	S	Transferencia de datos a puerta para test OK	2018.06.19 05:33:47											
19	19	T	Deneme için port'a veri aktarımı tamam	2018.06.19 05:33:47											
19	19	U	Tiedonsiirto porttiin testiä varten OK	2018.06.19 05:33:47											
19	19	V	Dataöverföring till port för test - OK	2018.06.19 05:33:47											
19	19	W	Данни са предадени към порт за тест	2018.06.19 05:33:47											
19	19	X	Testo duomenų perkėlimas prievadui	2018.06.19 05:33:47											
19	19	Y	Dati ir nodoti portam testēšanai	2018.06.19 05:33:47											
19	19	c	Tansferència de dades a la porta per a prova OK	2018.06.19 05:33:47											
19	19	d	Podaci prosleđeni u port za test	2018.06.19 05:33:47											
19	19	늑	TAIS TEDS2*+	2018.06.19 05:33:47											
19	19	닱	[Ďąţēŋüƃēŗğąƃē∙ąŋ∙Ƥŏŗţ∙ƒüŗ∙Ţēşţ∙ŎĶ∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙]	2018.06.19 05:33:47											
19	19	묩	परीक्षण के लिए डेटा पोर्ट पर पास किया गया	2018.06.19 05:33:47											
19	19	뱋	Сынақ үшін дерек тасымалы дұрыс	2018.06.19 05:33:47											
19	19	쁩	Truyền dữ liệu cho cổng kiểm tra	2018.06.19 05:33:47											
20	20	1	触发 EDI 子系统错误	2018.06.19 05:33:47											
20	20	2	ข้อผิดพลาดขณะทริกเกอร์ระบบย่อยของ EDI	2018.06.19 05:33:47											
20	20	3	EDI 하위 시스템 트리거 중 오류 발생	2018.06.19 05:33:47											
20	20	4	Eroare declanşare subsistem EDI	2018.06.19 05:33:47											
20	20	5	Napaka pri zagonu EDI-podsistema	2018.06.19 05:33:47											
20	20	6	Greška u pokretanju EDI podsustava	2018.06.19 05:33:47											
20	20	7	Subsistem EDI pemicuan ralat	2018.06.19 05:33:47											
20	20	8	Помилка ініціювання підсистеми EDI	2018.06.19 05:33:47											
20	20	9	Tõrge EDI alamsüsteemi käivitamisel	2018.06.19 05:33:47											
20	20	A	خطأ تشغيل النظام الفرعي EDI	2018.06.19 05:33:47											
20	20	B	שגיאה בהפעלת תת-מערכת EDI	2018.06.19 05:33:47											
20	20	C	Chyba při spouštění subsystému EDI	2018.06.19 05:33:47											
20	20	D	Fehler beim Anstoß des EDI-Subsystems	2018.06.19 05:33:47											
20	20	E	Error triggering EDI subsystem	2018.06.19 05:33:47											
20	20	F	Erreur lors du lancement du sous-système EDI	2018.06.19 05:33:47											
20	20	G	Λάθος στην έναρξη υποσυστήματος EDI	2018.06.19 05:33:47											
20	20	H	Hiba az EDI-alrendszer indításánál	2018.06.19 05:33:47											
20	20	I	Errore di avvio del sottosistema EDI	2018.06.19 05:33:47											
20	20	J	EDI サブシステム起動エラー	2018.06.19 05:33:47											
20	20	K	Fejl ved start af EDI-subsystem	2018.06.19 05:33:47											
20	20	L	Błąd podczas inicjalizacji systemu podrzędnego EDI	2018.06.19 05:33:47											
20	20	M	驅動 EDI子系統時發生錯誤	2018.06.19 05:33:47											
20	20	N	Fout bij starten EDI-subsysteem	2018.06.19 05:33:47											
20	20	O	Feil ved start av EDI-subsystemet	2018.06.19 05:33:47											
20	20	P	Erro no acionamento do subsistema EDI	2018.06.19 05:33:47											
20	20	Q	Chyba pri spustení subsystému EDI	2018.06.19 05:33:47											
20	20	R	Ошибка при инициации EDI-подсистемы	2018.06.19 05:33:47											
20	20	S	Error al lanzar subsistema EDI	2018.06.19 05:33:47											
20	20	T	EDI alt sistem başlatımı sırasında hata	2018.06.19 05:33:47											
20	20	U	Virhe EDI-alijärjestelmän käynnistyksessä	2018.06.19 05:33:47											
20	20	V	Fel vid start av EDI-subsystemet	2018.06.19 05:33:47											
20	20	W	Грешка при стартиране на EDI подсистема	2018.06.19 05:33:47											
20	20	X	EDI posistemės inicijavimo klaida	2018.06.19 05:33:47											
20	20	Y	Kļūda, izraisot EDI apakšsistēmu	2018.06.19 05:33:47											
20	20	c	Error en el llançament del subsistema EDI	2018.06.19 05:33:47											
20	20	d	Greška pri pokretanju EDI podsistema	2018.06.19 05:33:47											
20	20	늑	TAIS TEDS2*+	2018.06.19 05:33:47											
20	20	닱	[Ƒēĥĺēŗ∙ƃēįɱ∙Āŋşţŏß∙ƌēş∙ĔĎĬ-Ŝűƃşŷşţēɱş∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙]	2018.06.19 05:33:47											
20	20	묩	EDI सबसिस्ट को ट्रिगर करने में त्रुटि	2018.06.19 05:33:47											
20	20	뱋	EDI ішкі жүйесін бастау қатесі	2018.06.19 05:33:47											
20	20	쁩	Lỗi kích hoạt hệ thống phụ EDI	2018.06.19 05:33:47											
21	21	1	传送测试数据错误	2018.06.19 05:33:47											
21	21	2	ข้อผิดพลาดขณะส่งข้อมูลเพื่อทดสอบ	2018.06.19 05:33:47											
21	21	3	테스트를 위한 데이타 전달 중 오류 발생	2018.06.19 05:33:47											
21	21	4	Eroare la trecere date pt.test	2018.06.19 05:33:47											
21	21	5	Napaka pri prenosu podatkov na vrata za test	2018.06.19 05:33:47											
21	21	6	Greška kod prijenosa podataka za probu	2018.06.19 05:33:47											
21	21	7	Data penghantaran ralat untuk ujian	2018.06.19 05:33:47											
21	21	8	Помилка підчас перенесення даних для перевірки	2018.06.19 05:33:47											
21	21	9	Tõrge andmete testimiseks edastamisel	2018.06.19 05:33:47											
21	21	A	خطأ أثناء تمرير البيانات للاختبار	2018.06.19 05:33:47											
21	21	B	שגיאה בהעברת נתונים לבדיקה	2018.06.19 05:33:47											
21	21	C	Chyba při předání dat na port pro test	2018.06.19 05:33:47											
21	21	D	Fehler bei Datenübergabe an Port für Test	2018.06.19 05:33:47											
21	21	E	Error passing data for test	2018.06.19 05:33:47											
21	21	F	Erreur lors du transfert de données à titre de test	2018.06.19 05:33:47											
21	21	G	Λάθος διάβαση δεδομένων για έλεγχο	2018.06.19 05:33:47											
21	21	H	Hiba a teszt-adatátvitelnél port felé	2018.06.19 05:33:47											
21	21	I	Errore nel trasf. dati alla porta per test	2018.06.19 05:33:47											
21	21	J	テスト用データ受渡しエラー	2018.06.19 05:33:47											
21	21	K	Fejl ved dataoverførsel til port for test	2018.06.19 05:33:47											
21	21	L	Bład podczas transferu danych do portu (test)	2018.06.19 05:33:47											
21	21	M	傳送測試資料時發生錯誤	2018.06.19 05:33:47											
21	21	N	Fout bij gegevensdoorgifte aan poort voor test	2018.06.19 05:33:47											
21	21	O	Feil ved dataoverføring til port for test	2018.06.19 05:33:47											
21	21	P	Erro na transferência de dados para a porta (para teste)	2018.06.19 05:33:47											
21	21	Q	Chyba pri odovzdaní dát na port pre test	2018.06.19 05:33:47											
21	21	R	Ошибка при переносе данных в порт для теста	2018.06.19 05:33:47											
21	21	S	Error al transferir datos a puerta para test	2018.06.19 05:33:47											
21	21	T	Deneme için port'a veri aktarımı sırasında hata	2018.06.19 05:33:47											
21	21	U	Virhe tiedonsiirrossa porttiin testiä varten	2018.06.19 05:33:47											
21	21	V	Fel vid dataöverföring till port för test	2018.06.19 05:33:47											
21	21	W	Грешка при подаване на данни за тест	2018.06.19 05:33:47											
21	21	X	Testo duomenų perdavimo klaida	2018.06.19 05:33:47											
21	21	Y	Kļūda, pārsūtot datus testam	2018.06.19 05:33:47											
21	21	c	Error en la transferència de dades a la porta per a prova	2018.06.19 05:33:47											
21	21	d	Greška pri predaji podataka za test	2018.06.19 05:33:47											
21	21	늑	TAIS TEDS2*+	2018.06.19 05:33:47											
21	21	닱	[Ƒēĥĺēŗ∙ƃēį∙Ďąţēŋüƃēŗğąƃē∙ąŋ∙Ƥŏŗţ∙ƒüŗ∙Ţēşţ∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙]	2018.06.19 05:33:47											
21	21	묩	परीक्षण के लिए डेटा पास करने में त्रुटि	2018.06.19 05:33:47											
21	21	뱋	Сынақ үшін деректерді жіберу қатесі	2018.06.19 05:33:47											
21	21	쁩	Lỗi khi truyền dữ liệu để kiểm tra	2018.06.19 05:33:47											
22	22	1	发送正常，但确认仍然到期	2018.06.19 05:33:47											
22	22	2	การนำส่งถูกต้อง ยังคงรอการตอบรับ	2018.06.19 05:33:47											
22	22	3	디스패치 완료, 아직 확인되지 않음	2018.06.19 05:33:47											
22	22	4	Expediere OK, confirmare încă restantă	2018.06.19 05:33:47											
22	22	5	Odprema OK, manjka Acknowledgement	2018.06.19 05:33:47											
22	22	6	Otprema OK, Acknowledgment za dospijeće	2018.06.19 05:33:47											
22	22	7	Penghantaran OK, perakuan masih tamat tempoh	2018.06.19 05:33:47											
22	22	8	Відправлення OK, підтвердження ще немає	2018.06.19 05:33:47											
22	22	9	Lähetamine õnnestus, kuid kinnitust pole veel saadud	2018.06.19 05:33:47											
22	22	A	التوزيع صحيح, التأكيد لا يزال معلقًا	2018.06.19 05:33:47											
22	22	B	שיגור OK, אישור עדיין נדרש	2018.06.19 05:33:47											
22	22	C	Odeslání OK, Acknowledgement vázne	2018.06.19 05:33:47											
22	22	D	Versand OK, Acknowledgement steht aus	2018.06.19 05:33:47											
22	22	E	Dispatch OK, acknowledgment still due	2018.06.19 05:33:47											
22	22	F	Envoi OK, acknowledgement non reçu	2018.06.19 05:33:47											
22	22	G	Αποστολή OK, αναγνώριση ακόμη εκκρεμεί	2018.06.19 05:33:47											
22	22	H	Kiszállítás OK, acknowledgement hátravan	2018.06.19 05:33:47											
22	22	I	Invio OK, riconoscimento non ricevuto	2018.06.19 05:33:47											
22	22	J	ディスパッチ正常終了、要承認	2018.06.19 05:33:47											
22	22	K	Afsendelse OK, acknowledgement mangler	2018.06.19 05:33:47											
22	22	L	Wysyłka OK, brak potwierdzenia	2018.06.19 05:33:47											
22	22	M	發派 OK，確認仍到期	2018.06.19 05:33:47											
22	22	N	Verzending OK, acknowledgement nog niet plaatsgevonden	2018.06.19 05:33:47											
22	22	O	Forsendelse OK, acknowledgement mangler	2018.06.19 05:33:47											
22	22	P	Transmissão OK, Acknowledgement pendente	2018.06.19 05:33:47											
22	22	Q	Odoslanie OK, Acknowledgement viazne	2018.06.19 05:33:47											
22	22	R	Отправка ОК, подтверждения пока нет	2018.06.19 05:33:47											
22	22	S	Expedición OK, Acknowledgement pendiente	2018.06.19 05:33:47											
22	22	T	Gönderim tamam, alındı henüz gönderilmedi	2018.06.19 05:33:47											
22	22	U	Lähetys OK, kuittaus puuttuu	2018.06.19 05:33:47											
22	22	V	Distribution OK, acknowledgement fattas	2018.06.19 05:33:47											
22	22	W	Изпращане OK, все още липсва потвърждение	2018.06.19 05:33:47											
22	22	X	Pavyko išsiųsti, patvirtinimo dar nėra	2018.06.19 05:33:47											
22	22	Y	Nosūtīšana ir izdevusies, apstiprinājums vēl nav saņemts	2018.06.19 05:33:47											
22	22	c	Expedició OK, Acknowledgement pendent	2018.06.19 05:33:47											
22	22	d	Otprema OK, potvrda tek dospeva	2018.06.19 05:33:47											
22	22	늑	TAIS TEDS2*+	2018.06.19 05:33:47											
22	22	닱	[Ʋēŗşąŋƌ∙ŎĶ,∙Āċķŋŏŵĺēƌğēɱēŋţ∙şţēĥţ∙ąűş∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙]	2018.06.19 05:33:47											
22	22	묩	प्रेषण ठीक है, अभिस्वीकृति अभी भी नियत है	2018.06.19 05:33:47											
22	22	뱋	Жіберу дұрыс, растау әлі жоқ	2018.06.19 05:33:47											
22	22	쁩	Gửi đi OK, báo nhận vẫn đến hạn	2018.06.19 05:33:47											
23	23	1	重新传输时出错	2018.06.19 05:33:47											
23	23	2	ข้อผิดพลาดขณะส่งซ้ำอีกครั้ง	2018.06.19 05:33:47											
23	23	3	다시 전송하는 동안 오류 발생	2018.06.19 05:33:47											
23	23	4	Eroare la retransmitere	2018.06.19 05:33:47											
23	23	5	Napaka pri ponovni odpremi (retransmisija)	2018.06.19 05:33:47											
23	23	6	Greška tokom ponovnog prijenosa	2018.06.19 05:33:47											
23	23	7	Ralat semasa penghantaran semula	2018.06.19 05:33:47											
23	23	8	Помилка підчас повторної передачі	2018.06.19 05:33:47											
23	23	9	Tõrge taasedastamisel	2018.06.19 05:33:47											
23	23	A	خطأ أثناء إعادة النقل	2018.06.19 05:33:47											
23	23	B	שגיאה במהלך שידור מחדש	2018.06.19 05:33:47											
23	23	C	Chyba při opakovaném odeslání (retransmise)	2018.06.19 05:33:47											
23	23	D	Fehler beim Versand wiederholen (Retransmission)	2018.06.19 05:33:47											
23	23	E	Error during retransmission	2018.06.19 05:33:47											
23	23	F	Erreur en répétant l'envoi (retransmission)	2018.06.19 05:33:47											
23	23	G	Λάθος κατά τη διάρκεια επανάληψης μεταβίβασης	2018.06.19 05:33:47											
23	23	H	Hiba a kiszállítás ismétlésénél (retransmission)	2018.06.19 05:33:47											
23	23	I	Errore durante ritrasmissione	2018.06.19 05:33:47											
23	23	J	再送信中のエラー	2018.06.19 05:33:47											
23	23	K	Gentag fejl ved afsendelse (retransmission)	2018.06.19 05:33:47											
23	23	L	Powtórzenie błędu przy wysyłce (retransmisja)	2018.06.19 05:33:47											
23	23	M	重新傳送期間發生錯誤	2018.06.19 05:33:47											
23	23	N	Fout bij herhalen verzending (retransmission)	2018.06.19 05:33:47											
23	23	O	Gjenta feil ved forsendelse (retransmission)	2018.06.19 05:33:47											
23	23	P	Erro ao repetir a transmissão (retransmissão)	2018.06.19 05:33:47											
23	23	Q	Chyba pri opakovanom odoslaní (retransmisia)	2018.06.19 05:33:47											
23	23	R	Повтор ошибки при отгрузке (повторная передача)	2018.06.19 05:33:47											
23	23	S	Error durante retransmisión	2018.06.19 05:33:47											
23	23	T	Yeniden gönderim sırasında hata (yeniden iletim)	2018.06.19 05:33:47											
23	23	U	Virhe lähetyksen toistossa (uudelleenlähetys)	2018.06.19 05:33:47											
23	23	V	Fel vid upprepning av sändning (återsändning)	2018.06.19 05:33:47											
23	23	W	Грешка при повторно предаване	2018.06.19 05:33:47											
23	23	X	Pakartotinio perdavimo klaida	2018.06.19 05:33:47											
23	23	Y	Atkārtotās pārraides laikā radās kļūda	2018.06.19 05:33:47											
23	23	c	Error en la repetició de l'expedició (retransmissió)	2018.06.19 05:33:47											
23	23	d	Greška pri ponovnom prenosu	2018.06.19 05:33:47											
23	23	늑	TAIS TEDS2*+	2018.06.19 05:33:47											
23	23	닱	[Ƒēĥĺēŗ∙ƃēįɱ∙Ʋēŗşąŋƌ∙ŵįēƌēŗĥŏĺēŋ∙(Řēţŗąŋşɱįşşįŏŋ)∙∙∙∙∙∙∙∙∙∙]	2018.06.19 05:33:47											
23	23	묩	 पुनर्संचरण के दौरान त्रुटि	2018.06.19 05:33:47											
23	23	뱋	Қайта жіберу кезіндегі қате	2018.06.19 05:33:47											
23	23	쁩	Lỗi khi truyền lại	2018.06.19 05:33:47											
24	24	1	EDI 子系统控制信息 OK	2018.06.19 05:33:47											
24	24	2	การควบคุมข้อมูลของระบบย่อยใน EDI OK	2018.06.19 05:33:47											
24	24	3	EDI 하위 시스템의 제어 정보 OK	2018.06.19 05:33:47											
24	24	4	Informaţii control ale subsistem EDI OK	2018.06.19 05:33:47											
24	24	5	Kontrolne informacije EDI-podsistema OK	2018.06.19 05:33:47											
24	24	6	Kontrolne informacije EDI podsustava OK	2018.06.19 05:33:47											
24	24	7	Maklumat kawalan subsistem EDI OK	2018.06.19 05:33:47											
24	24	8	Інформація керування підсистеми EDI OK	2018.06.19 05:33:47											
24	24	9	EDI alamsüsteemi juhtteave on OK.	2018.06.19 05:33:47											
24	24	A	معلومات التحكم بالنظام الفرعي EDI جيدة	2018.06.19 05:33:47											
24	24	B	מידע בקרה של תת מערכת OK EDI	2018.06.19 05:33:47											
24	24	C	Řídicí informace subsystému EDI OK	2018.06.19 05:33:47											
24	24	D	Steuerinformationen des EDI-Subsystems OK	2018.06.19 05:33:47											
24	24	E	Control information of EDI subsystem OK	2018.06.19 05:33:47											
24	24	F	Informations de commande du sous-système EDI OK	2018.06.19 05:33:47											
24	24	G	Πληροφορία ελέγχου υποσυστήματος EDI OK	2018.06.19 05:33:47											
24	24	H	EDI-alrendszer vezérlési információi O.K.	2018.06.19 05:33:47											
24	24	I	Info di controllo del sottositema EDI OK	2018.06.19 05:33:47											
24	24	J	EDI サブシステム正常起動の制御情報	2018.06.19 05:33:47											
24	24	K	Styreinformationer for EDI-subsystem OK	2018.06.19 05:33:47											
24	24	L	Informacje sterujące systemu podrzędnego EDI OK	2018.06.19 05:33:47											
24	24	M	EDI 子系統的控制資訊 OK	2018.06.19 05:33:47											
24	24	N	Besturingsgegevens van EDI-subsysteem OK	2018.06.19 05:33:47											
24	24	O	Styringsinformasjon for EDI-subsystemet OK	2018.06.19 05:33:47											
24	24	P	Informações de controle do subsistema EDI OK	2018.06.19 05:33:47											
24	24	Q	Riadiace informácie subsystému EDI OK	2018.06.19 05:33:47											
24	24	R	Информация управления EDI-подсистемы ОК	2018.06.19 05:33:47											
24	24	S	Informaciones de control del subsistema EDI OK	2018.06.19 05:33:47											
24	24	T	EDI alt sistem denetim bilgileri tamam	2018.06.19 05:33:47											
24	24	U	EDI-alijärjestelmän ohjaustiedot OK	2018.06.19 05:33:47											
24	24	V	Styrinformation för EDI-subsystem OK	2018.06.19 05:33:47											
24	24	W	Контролна информация на EDI подсистема OK	2018.06.19 05:33:47											
24	24	X	EDI posistemės valdymo informacija: gerai	2018.06.19 05:33:47											
24	24	Y	EDI apakšsistēmas vadības informācija - OK	2018.06.19 05:33:47											
24	24	c	Inoformació fiscal del subsistema EDI OK	2018.06.19 05:33:47											
24	24	d	Kontrolne informacije EDI podsistema OK	2018.06.19 05:33:47											
24	24	늑	TAIS TEDS2*+	2018.06.19 05:33:47											
24	24	닱	[Ŝţēűēŗįŋƒŏŗɱąţįŏŋēŋ∙ƌēş∙ĔĎĬ-Ŝűƃşŷşţēɱş∙ŎĶ∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙∙]	2018.06.19 05:33:47											
24	24	묩	EDI सबसिस्टम की नियंत्रण जानकारी ठीक है	2018.06.19 05:33:47											
24	24	뱋	EDI ішкі жүйесінің басқару ақпараты дұрыс	2018.06.19 05:33:47											
24	24	쁩	Kiểm soát thông tin của hệ thống phụ EDI OK	2018.06.19 05:33:47											
25	25	1	尽管有语法错误仍处理 (外向)	2018.06.19 05:33:47											
25	25	2	ประมวลผลแม้ว่ามีข้อผิดพลาดทางไวยากรณ์ (ขาออก)	2018.06.19 05:33:47											
25	25	3	구문 오류에도 불구하고 처리(아웃바운드)	2018.06.19 05:33:47											
25	25	4	Prelucrare în ciuda erorii de sintaxă (ieşire)	2018.06.19 05:33:47											
25	25	5	Nadaljna obdelava kljub napaki sintakse (izhod)	2018.06.19 05:33:47											
25	25	6	Obrada unatoč sintaktičke greške (izlazna)	2018.06.19 05:33:47											
25	25	7	Memproses walaupun ralat sintaks (keluar)	2018.06.19 05:33:47											
25	25	8	Обробка незважаючи на синтаксичну помилку (вихід)	2018.06.19 05:33:47											
25	25	9	Töötlemine sõltumata süntaksiveast (väljaminevad)	2018.06.19 05:33:47											
25	25	A	المعالجة على الرغم من خطأ بناء الجملة (للخارج)	2018.06.19 05:33:47											
25	25	B	עיבוד למרות שגיאת תחביר - יוצא	2018.06.19 05:33:47											
25	25	C	Další zpracování přes chybu syntaxe (výstup)	2018.06.19 05:33:47											
25	25	D	Weiterverarbeitung trotz Syntaxfehler (Ausgang)	2018.06.19 05:33:47											
25	25	E	Processing despite syntax error (outbound)	2018.06.19 05:33:47											
25	25	F	Poursuite du traitemt malgré des err. de syntaxe (émission)	2018.06.19 05:33:47											
25	25	G	Επεξεργασία παρά το συντακτικό λάθος (outbound)	2018.06.19 05:33:47											
25	25	H	További feldolgozás szintaktikai hiba ellenére (kimenő dok.)	2018.06.19 05:33:47											
25	25	I	Continua l'elab. nonost. err. di sint. (uscita)	2018.06.19 05:33:47											
25	25	J	構文エラーがある場合も処理 (送信)	2018.06.19 05:33:47											
25	25	K	Viderebehandling trods syntaksfejl (udgang)	2018.06.19 05:33:47											
25	25	L	Ponowne przetwarzanie mimo błędów składni (wyjście)	2018.06.19 05:33:47											
25	25	M	不管語法錯誤，仍照常處理(外傳)	2018.06.19 05:33:47											
25	25	N	Verdere verwerking ondanks syntaxerror (uitgang)	2018.06.19 05:33:47											
25	25	O	Fortsett behandling på tross av syntaksfeil (utgang)	2018.06.19 05:33:47											
25	25	P	Contin.procmto.apesar erro sintaxe (saída)	2018.06.19 05:33:47											
25	25	Q	Ďalšie spracovanie napriek chybe syntaxe(výstup)	2018.06.19 05:33:47											
25	25	R	Дальнейшая обработка несмотря на СинтаксОшибку (выход)	2018.06.19 05:33:47											
25	25	S	Continúa procesamiento a pesar de error sintaxis (salida)	2018.06.19 05:33:47											
25	25	T	Sözdizim hatasına rağmen işlemeye devam (çıkış)	2018.06.19 05:33:47											
25	25	U	Jatkokäsittely syntaksivirheestä huolimatta (lähtevät)	2018.06.19 05:33:47											
25	25	V	Ytterligare bearbetning trots syntaxfel (utgång)	2018.06.19 05:33:47											
