LEGACY_MAIN_ASSET_NUMBER	COMPANY_CODE	MAIN_ASSET_NUMBER	ASSET_SUBNUMBER	MAIN_ASSET_NUMBER_TXT_GBL	MAIN_ASSET_NUMBER_TXT_LCL	DI_TIMESTAMP									
000000500053	1010	000000500053	0000	MK54	MK54	2017.07.06 08:56:49									
000000500054	1010	000000500054	0000	MK55	MK55	2017.07.06 08:56:49									
000000500055	1010	000000500055	0000	MK56	MK56	2017.07.06 08:56:49									
000000500056	1010	000000500056	0000	MK57	MK57	2017.07.06 08:56:49									
000000500057	1010	000000500057	0000	MK58	MK58	2017.07.06 08:56:49									
000000500058	1010	000000500058	0000	MK59	MK59	2017.07.06 08:56:49									
000000500059	1010	000000500059	0000	MK60	MK60	2017.07.06 08:56:49									
000000500275	1010	000000500275	0000	MK276	MK276	2017.07.06 08:56:49									
000000500276	1010	000000500276	0000	MK277	MK277	2017.07.06 08:56:49									
000000500277	1010	000000500277	0000	MK278	MK278	2017.07.06 08:56:49									
000000500278	1010	000000500278	0000	MK279	MK279	2017.07.06 08:56:49									
000000500279	1010	000000500279	0000	MK280	MK280	2017.07.06 08:56:49									
000000500280	1010	000000500280	0000	MK281	MK281	2017.07.06 08:56:49									
000000500787	1010	000000500787	0000	MK788	MK788	2017.07.06 08:56:49									
000000500788	1010	000000500788	0000	MK789	MK789	2017.07.06 08:56:49									
000000500789	1010	000000500789	0000	MK790	MK790	2017.07.06 08:56:49									
000000500790	1010	000000500790	0000	MK791	MK791	2017.07.06 08:56:49									
000000500791	1010	000000500791	0000	MK792	MK792	2017.07.06 08:56:49									
000000500792	1010	000000500792	0000	MK793	MK793	2017.07.06 08:56:49									
000000500793	1010	000000500793	0000	MK794	MK794	2017.07.06 08:56:49									
000000500794	1010	000000500794	0000	MK795	MK795	2017.07.06 08:56:49									
000000500795	1010	000000500795	0000	MK796	MK796	2017.07.06 08:56:49									
000000500796	1010	000000500796	0000	MK797	MK797	2017.07.06 08:56:49									
000000500797	1010	000000500797	0000	MK798	MK798	2017.07.06 08:56:49									
000000500798	1010	000000500798	0000	MK799	MK799	2017.07.06 08:56:49									
000000500799	1010	000000500799	0000	MK800	MK800	2017.07.06 08:56:49									
000000500800	1010	000000500800	0000	MK801	MK801	2017.07.06 08:56:49									
000000500297	1010	000000500297	0000	MK298	MK298	2017.07.06 08:56:49									
000000500298	1010	000000500298	0000	MK299	MK299	2017.07.06 08:56:49									
000000500299	1010	000000500299	0000	MK300	MK300	2017.07.06 08:56:49									
000000500300	1010	000000500300	0000	MK301	MK301	2017.07.06 08:56:49									
000000500301	1010	000000500301	0000	MK302	MK302	2017.07.06 08:56:49									
000000500302	1010	000000500302	0000	MK303	MK303	2017.07.06 08:56:49									
000000500303	1010	000000500303	0000	MK304	MK304	2017.07.06 08:56:49									
000000500304	1010	000000500304	0000	MK305	MK305	2017.07.06 08:56:49									
000000500305	1010	000000500305	0000	MK306	MK306	2017.07.06 08:56:49									
000000500306	1010	000000500306	0000	MK307	MK307	2017.07.06 08:56:49									
000000500307	1010	000000500307	0000	MK308	MK308	2017.07.06 08:56:49									
000000500308	1010	000000500308	0000	MK309	MK309	2017.07.06 08:56:49									
000000500309	1010	000000500309	0000	MK310	MK310	2017.07.06 08:56:49									
000000500984	1010	000000500984	0000	MK985	MK985	2017.07.06 08:56:49									
000000500985	1010	000000500985	0000	MK986	MK986	2017.07.06 08:56:49									
000000500986	1010	000000500986	0000	MK987	MK987	2017.07.06 08:56:49									
000000500987	1010	000000500987	0000	MK988	MK988	2017.07.06 08:56:49									
000000500988	1010	000000500988	0000	MK989	MK989	2017.07.06 08:56:49									
000000500989	1010	000000500989	0000	MK990	MK990	2017.07.06 08:56:49									
000000500990	1010	000000500990	0000	MK991	MK991	2017.07.06 08:56:49									
000000500991	1010	000000500991	0000	MK992	MK992	2017.07.06 08:56:49									
000000500992	1010	000000500992	0000	MK993	MK993	2017.07.06 08:56:49									
000000500993	1010	000000500993	0000	MK994	MK994	2017.07.06 08:56:49									
000000500994	1010	000000500994	0000	MK995	MK995	2017.07.06 08:56:49									
000000500995	1010	000000500995	0000	MK996	MK996	2017.07.06 08:56:49									
000000500996	1010	000000500996	0000	MK997	MK997	2017.07.06 08:56:49									
000000500997	1010	000000500997	0000	MK998	MK998	2017.07.06 08:56:49									
000000500998	1010	000000500998	0000	MK999	MK999	2017.07.06 08:56:49									
000000500999	1010	000000500999	0000	Test777	Test777	2017.07.06 08:56:49									
000000501000	1010	000000501000	0000	Test LK	Test LK	2017.07.06 08:56:49									
000000500479	1010	000000500479	0000	MK480	MK480	2017.07.06 08:56:49									
000000500752	1010	000000500752	0000	MK753	MK753	2017.07.06 08:56:49									
000000500753	1010	000000500753	0000	MK754	MK754	2017.07.06 08:56:49									
000000500754	1010	000000500754	0000	MK755	MK755	2017.07.06 08:56:49									
000000500755	1010	000000500755	0000	MK756	MK756	2017.07.06 08:56:49									
000000500756	1010	000000500756	0000	MK757	MK757	2017.07.06 08:56:49									
000000500757	1010	000000500757	0000	MK758	MK758	2017.07.06 08:56:49									
000000500758	1010	000000500758	0000	MK759	MK759	2017.07.06 08:56:49									
000000500759	1010	000000500759	0000	MK760	MK760	2017.07.06 08:56:49									
000000500760	1010	000000500760	0000	MK761	MK761	2017.07.06 08:56:49									
000000500761	1010	000000500761	0000	MK762	MK762	2017.07.06 08:56:49									
000000500762	1010	000000500762	0000	MK763	MK763	2017.07.06 08:56:49									
000000500763	1010	000000500763	0000	MK764	MK764	2017.07.06 08:56:49									
000000500764	1010	000000500764	0000	MK765	MK765	2017.07.06 08:56:49									
000000500765	1010	000000500765	0000	MK766	MK766	2017.07.06 08:56:49									
000000500766	1010	000000500766	0000	MK767	MK767	2017.07.06 08:56:49									
000000500767	1010	000000500767	0000	MK768	MK768	2017.07.06 08:56:49									
000000500768	1010	000000500768	0000	MK769	MK769	2017.07.06 08:56:49									
000000500769	1010	000000500769	0000	MK770	MK770	2017.07.06 08:56:49									
000000500770	1010	000000500770	0000	MK771	MK771	2017.07.06 08:56:49									
000000500771	1010	000000500771	0000	MK772	MK772	2017.07.06 08:56:49									
000000500772	1010	000000500772	0000	MK773	MK773	2017.07.06 08:56:49									
000000500773	1010	000000500773	0000	MK774	MK774	2017.07.06 08:56:49									
000000500942	1010	000000500942	0000	MK943	MK943	2017.07.06 08:56:49									
000000500943	1010	000000500943	0000	MK944	MK944	2017.07.06 08:56:49									
000000500944	1010	000000500944	0000	MK945	MK945	2017.07.06 08:56:49									
000000500945	1010	000000500945	0000	MK946	MK946	2017.07.06 08:56:49									
000000500946	1010	000000500946	0000	MK947	MK947	2017.07.06 08:56:49									
000000500947	1010	000000500947	0000	MK948	MK948	2017.07.06 08:56:49									
000000500003	1010	000000500003	0000	MK04	MK04	2017.07.06 08:56:49									
000000500526	1010	000000500526	0000	MK527	MK527	2017.07.06 08:56:49									
000000500527	1010	000000500527	0000	MK528	MK528	2017.07.06 08:56:49									
000000500528	1010	000000500528	0000	MK529	MK529	2017.07.06 08:56:49									
000000500529	1010	000000500529	0000	MK530	MK530	2017.07.06 08:56:49									
000000500530	1010	000000500530	0000	MK531	MK531	2017.07.06 08:56:49									
000000500531	1010	000000500531	0000	MK532	MK532	2017.07.06 08:56:49									
000000500532	1010	000000500532	0000	MK533	MK533	2017.07.06 08:56:49									
000000500533	1010	000000500533	0000	MK534	MK534	2017.07.06 08:56:49									
000000500534	1010	000000500534	0000	MK535	MK535	2017.07.06 08:56:49									
000000500535	1010	000000500535	0000	MK536	MK536	2017.07.06 08:56:49									
000000500536	1010	000000500536	0000	MK537	MK537	2017.07.06 08:56:49									
000000500537	1010	000000500537	0000	MK538	MK538	2017.07.06 08:56:49									
000000500538	1010	000000500538	0000	MK539	MK539	2017.07.06 08:56:49									
000000500539	1010	000000500539	0000	MK540	MK540	2017.07.06 08:56:49									
000000500540	1010	000000500540	0000	MK541	MK541	2017.07.06 08:56:49									
000000500541	1010	000000500541	0000	MK542	MK542	2017.07.06 08:56:49									
000000500542	1010	000000500542	0000	MK543	MK543	2017.07.06 08:56:49									
000000500543	1010	000000500543	0000	MK544	MK544	2017.07.06 08:56:49									
000000500544	1010	000000500544	0000	MK545	MK545	2017.07.06 08:56:49									
000000500545	1010	000000500545	0000	MK546	MK546	2017.07.06 08:56:49									
000000500546	1010	000000500546	0000	MK547	MK547	2017.07.06 08:56:49									
000000500547	1010	000000500547	0000	MK548	MK548	2017.07.06 08:56:49									
000000500068	1010	000000500068	0000	MK69	MK69	2017.07.06 08:56:49									
000000500069	1010	000000500069	0000	MK70	MK70	2017.07.06 08:56:49									
000000500070	1010	000000500070	0000	MK71	MK71	2017.07.06 08:56:49									
000000500071	1010	000000500071	0000	MK72	MK72	2017.07.06 08:56:49									
000000500072	1010	000000500072	0000	MK73	MK73	2017.07.06 08:56:49									
000000500073	1010	000000500073	0000	MK74	MK74	2017.07.06 08:56:49									
000000500074	1010	000000500074	0000	MK75	MK75	2017.07.06 08:56:49									
000000500075	1010	000000500075	0000	MK76	MK76	2017.07.06 08:56:49									
000000501001	1010	000000501001	0000	Test LK	Test LK	2017.07.06 08:56:49									
000000501002	1010	000000501002	0000	Test LK	Test LK	2017.07.06 08:56:49									
000000501003	1010	000000501003	0000	Test LK	Test LK	2017.07.06 08:56:49									
000000501004	1010	000000501004	0000	Test LK	Test LK	2017.07.06 08:56:49									
000000500060	1010	000000500060	0000	MK61	MK61	2017.07.06 08:56:49									
000000500061	1010	000000500061	0000	MK62	MK62	2017.07.06 08:56:49									
000000500062	1010	000000500062	0000	MK63	MK63	2017.07.06 08:56:49									
000000500063	1010	000000500063	0000	MK64	MK64	2017.07.06 08:56:49									
000000500064	1010	000000500064	0000	MK65	MK65	2017.07.06 08:56:49									
000000500065	1010	000000500065	0000	MK66	MK66	2017.07.06 08:56:49									
000000500066	1010	000000500066	0000	MK67	MK67	2017.07.06 08:56:49									
000000500579	1010	000000500579	0000	MK580	MK580	2017.07.06 08:56:49									
000000500580	1010	000000500580	0000	MK581	MK581	2017.07.06 08:56:49									
000000500581	1010	000000500581	0000	MK582	MK582	2017.07.06 08:56:49									
000000500582	1010	000000500582	0000	MK583	MK583	2017.07.06 08:56:49									
000000500583	1010	000000500583	0000	MK584	MK584	2017.07.06 08:56:49									
000000500584	1010	000000500584	0000	MK585	MK585	2017.07.06 08:56:49									
000000500585	1010	000000500585	0000	MK586	MK586	2017.07.06 08:56:49									
000000500586	1010	000000500586	0000	MK587	MK587	2017.07.06 08:56:49									
000000500587	1010	000000500587	0000	MK588	MK588	2017.07.06 08:56:49									
000000500588	1010	000000500588	0000	MK589	MK589	2017.07.06 08:56:49									
000000500589	1010	000000500589	0000	MK590	MK590	2017.07.06 08:56:49									
000000500590	1010	000000500590	0000	MK591	MK591	2017.07.06 08:56:49									
000000500591	1010	000000500591	0000	MK592	MK592	2017.07.06 08:56:49									
000000500592	1010	000000500592	0000	MK593	MK593	2017.07.06 08:56:49									
000000500593	1010	000000500593	0000	MK594	MK594	2017.07.06 08:56:49									
000000500594	1010	000000500594	0000	MK595	MK595	2017.07.06 08:56:49									
000000500595	1010	000000500595	0000	MK596	MK596	2017.07.06 08:56:49									
000000500596	1010	000000500596	0000	MK597	MK597	2017.07.06 08:56:49									
000000500597	1010	000000500597	0000	MK598	MK598	2017.07.06 08:56:49									
000000500004	1010	000000500004	0000	MK05	MK05	2017.07.06 08:56:49									
000000500005	1010	000000500005	0000	MK06	MK06	2017.07.06 08:56:49									
000000500006	1010	000000500006	0000	MK07	MK07	2017.07.06 08:56:49									
000000500007	1010	000000500007	0000	MK08	MK08	2017.07.06 08:56:49									
000000500008	1010	000000500008	0000	MK09	MK09	2017.07.06 08:56:49									
000000500009	1010	000000500009	0000	MK10	MK10	2017.07.06 08:56:49									
000000500010	1010	000000500010	0000	MK11	MK11	2017.07.06 08:56:49									
000000500011	1010	000000500011	0000	MK12	MK12	2017.07.06 08:56:49									
000000500012	1010	000000500012	0000	MK13	MK13	2017.07.06 08:56:49									
000000500013	1010	000000500013	0000	MK14	MK14	2017.07.06 08:56:49									
000000500014	1010	000000500014	0000	MK15	MK15	2017.07.06 08:56:49									
000000500015	1010	000000500015	0000	MK16	MK16	2017.07.06 08:56:49									
000000500016	1010	000000500016	0000	MK17	MK17	2017.07.06 08:56:49									
000000500017	1010	000000500017	0000	MK18	MK18	2017.07.06 08:56:49									
000000500233	1010	000000500233	0000	MK234	MK234	2017.07.06 08:56:49									
000000500234	1010	000000500234	0000	MK235	MK235	2017.07.06 08:56:49									
000000500235	1010	000000500235	0000	MK236	MK236	2017.07.06 08:56:49									
000000500236	1010	000000500236	0000	MK237	MK237	2017.07.06 08:56:49									
000000500237	1010	000000500237	0000	MK238	MK238	2017.07.06 08:56:49									
000000500238	1010	000000500238	0000	MK239	MK239	2017.07.06 08:56:49									
000000500239	1010	000000500239	0000	MK240	MK240	2017.07.06 08:56:49									
000000500240	1010	000000500240	0000	MK241	MK241	2017.07.06 08:56:49									
000000500241	1010	000000500241	0000	MK242	MK242	2017.07.06 08:56:49									
000000500242	1010	000000500242	0000	MK243	MK243	2017.07.06 08:56:49									
000000500243	1010	000000500243	0000	MK244	MK244	2017.07.06 08:56:49									
000000500244	1010	000000500244	0000	MK245	MK245	2017.07.06 08:56:49									
000000500245	1010	000000500245	0000	MK246	MK246	2017.07.06 08:56:49									
000000500480	1010	000000500480	0000	MK481	MK481	2017.07.06 08:56:49									
000000500246	1010	000000500246	0000	MK247	MK247	2017.07.06 08:56:49									
000000500948	1010	000000500948	0000	MK949	MK949	2017.07.06 08:56:49									
000000500076	1010	000000500076	0000	MK77	MK77	2017.07.06 08:56:49									
000000500077	1010	000000500077	0000	MK78	MK78	2017.07.06 08:56:49									
000000500078	1010	000000500078	0000	MK79	MK79	2017.07.06 08:56:49									
000000500079	1010	000000500079	0000	MK80	MK80	2017.07.06 08:56:49									
000000500080	1010	000000500080	0000	MK81	MK81	2017.07.06 08:56:49									
000000500081	1010	000000500081	0000	MK82	MK82	2017.07.06 08:56:49									
000000500082	1010	000000500082	0000	MK83	MK83	2017.07.06 08:56:49									
000000500083	1010	000000500083	0000	MK84	MK84	2017.07.06 08:56:49									
000000500084	1010	000000500084	0000	MK85	MK85	2017.07.06 08:56:49									
000000500085	1010	000000500085	0000	MK86	MK86	2017.07.06 08:56:49									
000000500086	1010	000000500086	0000	MK87	MK87	2017.07.06 08:56:49									
000000500087	1010	000000500087	0000	MK88	MK88	2017.07.06 08:56:49									
000000500088	1010	000000500088	0000	MK89	MK89	2017.07.06 08:56:49									
000000500089	1010	000000500089	0000	MK90	MK90	2017.07.06 08:56:49									
000000500090	1010	000000500090	0000	MK91	MK91	2017.07.06 08:56:49									
000000500091	1010	000000500091	0000	MK92	MK92	2017.07.06 08:56:49									
000000500092	1010	000000500092	0000	MK93	MK93	2017.07.06 08:56:49									
000000500093	1010	000000500093	0000	MK94	MK94	2017.07.06 08:56:49									
000000500094	1010	000000500094	0000	MK95	MK95	2017.07.06 08:56:49									
000000500095	1010	000000500095	0000	MK96	MK96	2017.07.06 08:56:49									
000000500817	1010	000000500817	0000	MK818	MK818	2017.07.06 08:56:49									
000000500818	1010	000000500818	0000	MK819	MK819	2017.07.06 08:56:49									
000000500819	1010	000000500819	0000	MK820	MK820	2017.07.06 08:56:49									
000000500820	1010	000000500820	0000	MK821	MK821	2017.07.06 08:56:49									
000000500821	1010	000000500821	0000	MK822	MK822	2017.07.06 08:56:49									
000000500822	1010	000000500822	0000	MK823	MK823	2017.07.06 08:56:49									
000000500823	1010	000000500823	0000	MK824	MK824	2017.07.06 08:56:49									
000000500824	1010	000000500824	0000	MK825	MK825	2017.07.06 08:56:49									
000000500825	1010	000000500825	0000	MK826	MK826	2017.07.06 08:56:49									
000000500826	1010	000000500826	0000	MK827	MK827	2017.07.06 08:56:49									
000000500213	1010	000000500213	0000	MK214	MK214	2017.07.06 08:56:49									
000000500718	1010	000000500718	0000	MK719	MK719	2017.07.06 08:56:49									
000000500484	1010	000000500484	0000	MK485	MK485	2017.07.06 08:56:49									
000000500977	1010	000000500977	0000	MK978	MK978	2017.07.06 08:56:49									
000000500548	1010	000000500548	0000	MK549	MK549	2017.07.06 08:56:49									
000000500096	1010	000000500096	0000	MK97	MK97	2017.07.06 08:56:49									
000000500845	1010	000000500845	0000	MK846	MK846	2017.07.06 08:56:49									
000000500626	1010	000000500626	0000	MK627	MK627	2017.07.06 08:56:49									
000000500407	1010	000000500407	0000	MK408	MK408	2017.07.06 08:56:49									
000000500933	1010	000000500933	0000	MK934	MK934	2017.07.06 08:56:49									
000000500719	1010	000000500719	0000	MK720	MK720	2017.07.06 08:56:49									
000000500720	1010	000000500720	0000	MK721	MK721	2017.07.06 08:56:49									
000000500721	1010	000000500721	0000	MK722	MK722	2017.07.06 08:56:49									
000000500722	1010	000000500722	0000	MK723	MK723	2017.07.06 08:56:49									
000000500723	1010	000000500723	0000	MK724	MK724	2017.07.06 08:56:49									
000000500724	1010	000000500724	0000	MK725	MK725	2017.07.06 08:56:49									
000000500725	1010	000000500725	0000	MK726	MK726	2017.07.06 08:56:49									
000000500726	1010	000000500726	0000	MK727	MK727	2017.07.06 08:56:49									
000000500727	1010	000000500727	0000	MK728	MK728	2017.07.06 08:56:49									
000000500728	1010	000000500728	0000	MK729	MK729	2017.07.06 08:56:49									
000000500729	1010	000000500729	0000	MK730	MK730	2017.07.06 08:56:49									
000000500730	1010	000000500730	0000	MK731	MK731	2017.07.06 08:56:49									
000000500731	1010	000000500731	0000	MK732	MK732	2017.07.06 08:56:49									
000000500232	1010	000000500232	0000	MK233	MK233	2017.07.06 08:56:49									
000000500482	1010	000000500482	0000	MK483	MK483	2017.07.06 08:56:49									
000000500732	1010	000000500732	0000	MK733	MK733	2017.07.06 08:56:49									
000000500941	1010	000000500941	0000	MK942	MK942	2017.07.06 08:56:49									
000000100000	1010	000000100000	0000	Your asset description	Your asset description	2017.07.06 08:56:49									
000000100000	1010	000000100000	0001	Your asset description	Your asset description	2017.07.06 08:56:49									
000000500103	1010	000000500103	0000	MK104	MK104	2017.07.06 08:56:49									
000000500104	1010	000000500104	0000	MK105	MK105	2017.07.06 08:56:49									
000000500105	1010	000000500105	0000	MK106	MK106	2017.07.06 08:56:49									
000000500106	1010	000000500106	0000	MK107	MK107	2017.07.06 08:56:49									
000000500107	1010	000000500107	0000	MK108	MK108	2017.07.06 08:56:49									
000000500108	1010	000000500108	0000	MK109	MK109	2017.07.06 08:56:49									
000000500109	1010	000000500109	0000	MK110	MK110	2017.07.06 08:56:49									
000000500110	1010	000000500110	0000	MK111	MK111	2017.07.06 08:56:49									
000000500111	1010	000000500111	0000	MK112	MK112	2017.07.06 08:56:49									
000000500112	1010	000000500112	0000	MK113	MK113	2017.07.06 08:56:49									
000000500113	1010	000000500113	0000	MK114	MK114	2017.07.06 08:56:49									
000000500114	1010	000000500114	0000	MK115	MK115	2017.07.06 08:56:49									
000000500627	1010	000000500627	0000	MK628	MK628	2017.07.06 08:56:49									
000000500628	1010	000000500628	0000	MK629	MK629	2017.07.06 08:56:49									
000000500629	1010	000000500629	0000	MK630	MK630	2017.07.06 08:56:49									
000000500630	1010	000000500630	0000	MK631	MK631	2017.07.06 08:56:49									
000000500631	1010	000000500631	0000	MK632	MK632	2017.07.06 08:56:49									
000000500632	1010	000000500632	0000	MK633	MK633	2017.07.06 08:56:49									
000000500633	1010	000000500633	0000	MK634	MK634	2017.07.06 08:56:49									
000000500634	1010	000000500634	0000	MK635	MK635	2017.07.06 08:56:49									
000000500635	1010	000000500635	0000	MK636	MK636	2017.07.06 08:56:49									
000000500636	1010	000000500636	0000	MK637	MK637	2017.07.06 08:56:49									
000000500637	1010	000000500637	0000	MK638	MK638	2017.07.06 08:56:49									
000000500638	1010	000000500638	0000	MK639	MK639	2017.07.06 08:56:49									
000000500639	1010	000000500639	0000	MK640	MK640	2017.07.06 08:56:49									
000000500640	1010	000000500640	0000	MK641	MK641	2017.07.06 08:56:49									
000000500641	1010	000000500641	0000	MK642	MK642	2017.07.06 08:56:49									
000000500642	1010	000000500642	0000	MK643	MK643	2017.07.06 08:56:49									
000000500643	1010	000000500643	0000	MK644	MK644	2017.07.06 08:56:49									
000000500644	1010	000000500644	0000	MK645	MK645	2017.07.06 08:56:49									
000000500801	1010	000000500801	0000	MK802	MK802	2017.07.06 08:56:49									
000000500802	1010	000000500802	0000	MK803	MK803	2017.07.06 08:56:49									
000000500803	1010	000000500803	0000	MK804	MK804	2017.07.06 08:56:49									
000000500804	1010	000000500804	0000	MK805	MK805	2017.07.06 08:56:49									
000000500805	1010	000000500805	0000	MK806	MK806	2017.07.06 08:56:49									
000000500806	1010	000000500806	0000	MK807	MK807	2017.07.06 08:56:49									
000000500807	1010	000000500807	0000	MK808	MK808	2017.07.06 08:56:49									
000000500808	1010	000000500808	0000	MK809	MK809	2017.07.06 08:56:49									
000000500809	1010	000000500809	0000	MK810	MK810	2017.07.06 08:56:49									
000000500810	1010	000000500810	0000	MK811	MK811	2017.07.06 08:56:49									
000000500811	1010	000000500811	0000	MK812	MK812	2017.07.06 08:56:49									
000000500812	1010	000000500812	0000	MK813	MK813	2017.07.06 08:56:49									
000000500813	1010	000000500813	0000	MK814	MK814	2017.07.06 08:56:49									
000000500814	1010	000000500814	0000	MK815	MK815	2017.07.06 08:56:49									
000000500341	1010	000000500341	0000	MK342	MK342	2017.07.06 08:56:49									
000000500342	1010	000000500342	0000	MK343	MK343	2017.07.06 08:56:49									
000000500343	1010	000000500343	0000	MK344	MK344	2017.07.06 08:56:49									
000000500344	1010	000000500344	0000	MK345	MK345	2017.07.06 08:56:49									
000000500345	1010	000000500345	0000	MK346	MK346	2017.07.06 08:56:49									
000000500346	1010	000000500346	0000	MK347	MK347	2017.07.06 08:56:49									
000000500347	1010	000000500347	0000	MK348	MK348	2017.07.06 08:56:49									
000000500348	1010	000000500348	0000	MK349	MK349	2017.07.06 08:56:49									
000000500349	1010	000000500349	0000	MK350	MK350	2017.07.06 08:56:49									
000000500350	1010	000000500350	0000	MK351	MK351	2017.07.06 08:56:49									
000000500351	1010	000000500351	0000	MK352	MK352	2017.07.06 08:56:49									
000000500352	1010	000000500352	0000	MK353	MK353	2017.07.06 08:56:49									
000000500353	1010	000000500353	0000	MK354	MK354	2017.07.06 08:56:49									
000000500354	1010	000000500354	0000	MK355	MK355	2017.07.06 08:56:49									
000000500355	1010	000000500355	0000	MK356	MK356	2017.07.06 08:56:49									
000000500356	1010	000000500356	0000	MK357	MK357	2017.07.06 08:56:49									
000000100003	1010	000000100003	0000	May 23	May 23	2017.07.06 08:56:49									
000000100004	1010	000000100004	0000	dsfdsf	dsfdsf	2017.07.06 08:56:49									
000000100005	1010	000000100005	0000	sfdsfsdf	sfdsfsdf	2017.07.06 08:56:49									
000000100005	1010	000000100005	0001	sfdsfsdf	sfdsfsdf	2017.07.06 08:56:49									
000000100005	1010	000000100005	0002	sfdsfsdf	sfdsfsdf	2017.07.06 08:56:49									
000000200000	1010	000000200000	0000	MK01_777	MK01_777	2017.07.06 08:56:49									
000000500000	1010	000000500000	0000	MK01	MK01	2017.07.06 08:56:49									
000000500001	1010	000000500001	0000	MK02	MK02	2017.07.06 08:56:49									
000000500485	1010	000000500485	0000	MK486	MK486	2017.07.06 08:56:49									
000000500486	1010	000000500486	0000	MK487	MK487	2017.07.06 08:56:49									
000000500487	1010	000000500487	0000	MK488	MK488	2017.07.06 08:56:49									
000000500488	1010	000000500488	0000	MK489	MK489	2017.07.06 08:56:49									
000000500489	1010	000000500489	0000	MK490	MK490	2017.07.06 08:56:49									
000000500490	1010	000000500490	0000	MK491	MK491	2017.07.06 08:56:49									
000000500491	1010	000000500491	0000	MK492	MK492	2017.07.06 08:56:49									
000000500492	1010	000000500492	0000	MK493	MK493	2017.07.06 08:56:49									
000000500493	1010	000000500493	0000	MK494	MK494	2017.07.06 08:56:49									
000000500494	1010	000000500494	0000	MK495	MK495	2017.07.06 08:56:49									
000000500495	1010	000000500495	0000	MK496	MK496	2017.07.06 08:56:49									
000000500496	1010	000000500496	0000	MK497	MK497	2017.07.06 08:56:49									
000000500497	1010	000000500497	0000	MK498	MK498	2017.07.06 08:56:49									
000000500498	1010	000000500498	0000	MK499	MK499	2017.07.06 08:56:49									
000000500499	1010	000000500499	0000	MK500	MK500	2017.07.06 08:56:49									
000000500500	1010	000000500500	0000	MK501	MK501	2017.07.06 08:56:49									
000000500501	1010	000000500501	0000	MK502	MK502	2017.07.06 08:56:49									
000000500502	1010	000000500502	0000	MK503	MK503	2017.07.06 08:56:49									
000000500503	1010	000000500503	0000	MK504	MK504	2017.07.06 08:56:49									
000000500504	1010	000000500504	0000	MK505	MK505	2017.07.06 08:56:49									
000000500505	1010	000000500505	0000	MK506	MK506	2017.07.06 08:56:49									
000000500506	1010	000000500506	0000	MK507	MK507	2017.07.06 08:56:49									
000000500645	1010	000000500645	0000	MK646	MK646	2017.07.06 08:56:49									
000000500646	1010	000000500646	0000	MK647	MK647	2017.07.06 08:56:49									
000000500647	1010	000000500647	0000	MK648	MK648	2017.07.06 08:56:49									
000000500648	1010	000000500648	0000	MK649	MK649	2017.07.06 08:56:49									
000000500858	1010	000000500858	0000	MK859	MK859	2017.07.06 08:56:49									
000000500859	1010	000000500859	0000	MK860	MK860	2017.07.06 08:56:49									
000000500860	1010	000000500860	0000	MK861	MK861	2017.07.06 08:56:49									
000000500861	1010	000000500861	0000	MK862	MK862	2017.07.06 08:56:49									
000000500862	1010	000000500862	0000	MK863	MK863	2017.07.06 08:56:49									
000000500863	1010	000000500863	0000	MK864	MK864	2017.07.06 08:56:49									
000000500408	1010	000000500408	0000	MK409	MK409	2017.07.06 08:56:49									
000000500409	1010	000000500409	0000	MK410	MK410	2017.07.06 08:56:49									
000000500410	1010	000000500410	0000	MK411	MK411	2017.07.06 08:56:49									
000000500411	1010	000000500411	0000	MK412	MK412	2017.07.06 08:56:49									
000000500412	1010	000000500412	0000	MK413	MK413	2017.07.06 08:56:49									
000000500413	1010	000000500413	0000	MK414	MK414	2017.07.06 08:56:49									
000000500414	1010	000000500414	0000	MK415	MK415	2017.07.06 08:56:49									
000000500415	1010	000000500415	0000	MK416	MK416	2017.07.06 08:56:49									
000000500416	1010	000000500416	0000	MK417	MK417	2017.07.06 08:56:49									
000000500417	1010	000000500417	0000	MK418	MK418	2017.07.06 08:56:49									
000000500418	1010	000000500418	0000	MK419	MK419	2017.07.06 08:56:49									
000000500419	1010	000000500419	0000	MK420	MK420	2017.07.06 08:56:49									
000000500420	1010	000000500420	0000	MK421	MK421	2017.07.06 08:56:49									
000000500421	1010	000000500421	0000	MK422	MK422	2017.07.06 08:56:49									
000000500422	1010	000000500422	0000	MK423	MK423	2017.07.06 08:56:49									
000000500423	1010	000000500423	0000	MK424	MK424	2017.07.06 08:56:49									
000000500424	1010	000000500424	0000	MK425	MK425	2017.07.06 08:56:49									
000000500425	1010	000000500425	0000	MK426	MK426	2017.07.06 08:56:49									
000000500426	1010	000000500426	0000	MK427	MK427	2017.07.06 08:56:49									
000000500427	1010	000000500427	0000	MK428	MK428	2017.07.06 08:56:49									
000000500566	1010	000000500566	0000	MK567	MK567	2017.07.06 08:56:49									
000000500567	1010	000000500567	0000	MK568	MK568	2017.07.06 08:56:49									
000000500568	1010	000000500568	0000	MK569	MK569	2017.07.06 08:56:49									
000000500569	1010	000000500569	0000	MK570	MK570	2017.07.06 08:56:49									
000000500570	1010	000000500570	0000	MK571	MK571	2017.07.06 08:56:49									
000000500571	1010	000000500571	0000	MK572	MK572	2017.07.06 08:56:49									
000000500572	1010	000000500572	0000	MK573	MK573	2017.07.06 08:56:49									
