LEGACY_GL_ACCOUNT_NUMBER	GL_ACCOUNT_NUMBER	CHART_OF_ACCOUNTS	GL_ACCOUNT_NUMBER_TXT_GBL	GL_ACCOUNT_NUMBER_TXT_LCL	DI_TIMESTAMP										
0061400000	0061400000	YCOA	Training and Education	Fort- und Weiterbildung	2018.06.19 05:33:47										
0061401000	0061401000	YCOA	HR Recruitement	HR-Personalbeschaffung	2018.06.19 05:33:47										
0061500000	0061500000	YCOA	Sales Commissions	Verkäuferprovisionen	2018.06.19 05:33:47										
0062000000	0062000000	YCOA	Bad Debt Expense	Abschreibungen Forderungen wg Uneinbringlichkeit	2018.06.19 05:33:47										
0062010000	0062010000	YCOA	Individual Value Adjustments	Einstellung in Einzelwertberichtigung	2018.06.19 05:33:47										
0062020000	0062020000	YCOA	Flat-rate Value Adjustments	Einstellung in Pauschalwertberichtigung	2018.06.19 05:33:47										
0063000000	0063000000	YCOA	Machine and Equipment Periodic Service	Maschinen und Geräte - periodischer Service	2018.06.19 05:33:47										
0063000500	0063000500	YCOA	Qualtiy Control Consumption Ext. Prod. w/ Act Type	Verbrauch Qualitätskontrolle Fremderz m. Kostenart	2018.06.19 05:33:47										
0063001000	0063001000	YCOA	Electricity and other Utilities	Strom- und Gaskosten	2018.06.19 05:33:47										
0063002000	0063002000	YCOA	Water	Wasser	2018.06.19 05:33:47										
0063003000	0063003000	YCOA	Other Periodic Service	Sonstiger periodischer Service	2018.06.19 05:33:47										
0063004000	0063004000	YCOA	Insurance	Versicherungen	2018.06.19 05:33:47										
0063005000	0063005000	YCOA	Office/Building Rent	Mieten Pachten Erbbauzinsen	2018.06.19 05:33:47										
0063006000	0063006000	YCOA	Telephone and other Communication	Telefon und Sonstiges	2018.06.19 05:33:47										
0063007000	0063007000	YCOA	Fax and Internet	Fax und Internet	2018.06.19 05:33:47										
0063008000	0063008000	YCOA	Building Periodic Service	Gebäude - periodischer Service	2018.06.19 05:33:47										
0063009000	0063009000	YCOA	Leasing Expense	Leasingaufwand	2018.06.19 05:33:47										
0063009100	0063009100	YCOA	Lease Expense Building (ROU)	Leasingaufwendungen für Gebäude (ROU)	2018.06.19 05:33:47										
0063009200	0063009200	YCOA	Lease Expense Land (ROU)	Leasingaufwendungen für Grundstücke (ROU)	2018.06.19 05:33:47										
0063009300	0063009300	YCOA	Lease expense Machinery (ROU)	Leasingaufwendungen für technische Anlagen (ROU)	2018.06.19 05:33:47										
0063009400	0063009400	YCOA	Lease expense Motor Vehicle (ROU)	Leasingaufwendungen für Fuhrpark (ROU)	2018.06.19 05:33:47										
0063009500	0063009500	YCOA	Lease expense Office Equipment (ROU)	Leasingaufwendungen für Geschäftsausstattung (ROU)	2018.06.19 05:33:47										
0063009600	0063009600	YCOA	Lease Expense Furniture (ROU)	Leasingaufwendungen für Betriebssausstattung (ROU)	2018.06.19 05:33:47										
0063009700	0063009700	YCOA	Lease Expense Computer Hardware (ROU)	Leasingaufwendungen für Computer-Hardware (ROU)	2018.06.19 05:33:47										
0063010100	0063010100	YCOA	Service Expense Land (ROU)	Aufwendungen für Leistungen - Grundstücke (ROU)	2018.06.19 05:33:47										
0063010200	0063010200	YCOA	Service Expense Building (ROU)	Aufwendungen für Leistungen - Gebäude (ROU)	2018.06.19 05:33:47										
0063010300	0063010300	YCOA	Service expense Machinery (ROU)	Aufwendungen für Leistungen - Tech. Anlagen (ROU)	2018.06.19 05:33:47										
0063010400	0063010400	YCOA	Operating expense Motor Vehicle (ROU)	Betriebliche Aufwendungen - Fuhrpark (ROU)	2018.06.19 05:33:47										
0063010500	0063010500	YCOA	Service expense Office Equipment (ROU)	Aufwendungen f. Leistungen - Geschäftsausst. (ROU)	2018.06.19 05:33:47										
0063010600	0063010600	YCOA	Service Expense Furniture (ROU)	Aufwendungen f. Leistungen - Betriebsausst. (ROU)	2018.06.19 05:33:47										
0063010700	0063010700	YCOA	Service Expense Computer Hardware (ROU)	Aufwendungen f. Leistungen - Computer-Hardw. (ROU)	2018.06.19 05:33:47										
0064000100	0064000100	YCOA	Depreciation Expense - Land (ROU)	Abschreibungen - Grundstücke (ROU)	2018.06.19 05:33:47										
0064001000	0064001000	YCOA	Depreciation Expense - Buildings	Abschreibungen auf Grundstücke und Gebäude	2018.06.19 05:33:47										
0064001100	0064001100	YCOA	Depreciation Expense - Buildings (ROU)	Abschreibungen - Gebäude (ROU)	2018.06.19 05:33:47										
0063020100	0063020100	YCOA	Exp./Rev. from Valuation Diff. Building (ROU)	Aufw/Erträge aus Bewertungsdifferenz Gebäude (ROU)	2018.06.19 05:33:47										
0063020200	0063020200	YCOA	Exp./Rev. from Valuation Diff. Land (ROU)	Aufw./Ertr. aus Bewertungsdiff. Grundstücke (ROU)	2018.06.19 05:33:47										
0063020300	0063020300	YCOA	Exp./Rev. from Valuation Diff. Machinery (ROU)	Aufw./Ertr. aus Bewertungsdiff. Tech. Anlage (ROU)	2018.06.19 05:33:47										
0063020400	0063020400	YCOA	Exp./Rev. from Valuation Diff. Motor Vehicle (ROU)	Aufw./Ertr. aus Bewertungsdiff. Fuhrpark (ROU)	2018.06.19 05:33:47										
0063020500	0063020500	YCOA	Exp./Rev. Valuation Diff. Office Equipment (ROU)	Aufw./Ertr. BewertDifferenz Geschäftsausst. (ROU)	2018.06.19 05:33:47										
0063020600	0063020600	YCOA	Exp./Rev. from Valuation Diff. Furniture (ROU)	Aufw./Ertr. aus BewertDiff. Betriebsausst. (ROU)	2018.06.19 05:33:47										
0063020700	0063020700	YCOA	Exp./Rev. Valuation Diff. Computer Hardware (ROU)	Aufw./Ertr. BewertDiffernz Computer-Hardware (ROU)	2018.06.19 05:33:47										
0064001010	0064001010	YCOA	Depr Expense Buildings Reduction Entry Reserve(JP)	AfA Gebäude - Kürz. Eintrittsrückstellungen (JP)	2018.06.19 05:33:47										
0064002000	0064002000	YCOA	Depreciation Expense - Machinery & Equipment	Abschreibungen auf technische Anlagen u. Maschinen	2018.06.19 05:33:47										
0064002100	0064002100	YCOA	Depreciation Expense - Machinery & Equipment (ROU)	Abschreibungen - Tech. Anlagen und Maschinen (ROU)	2018.06.19 05:33:47										
0064003000	0064003000	YCOA	Depreciation Expense - Building Improvement	Abschreibungen auf Gebäudeeinrichtungen	2018.06.19 05:33:47										
0064004000	0064004000	YCOA	Depreciation Expense - Motor Vehicles	Abschreibungen auf Fahrzeuge	2018.06.19 05:33:47										
0064004100	0064004100	YCOA	Depreciation Expense - Motor Vehicles (ROU)	Abschreibungen - Fuhrpark (ROU)	2018.06.19 05:33:47										
0064005000	0064005000	YCOA	Depreciation Expense - Office Equipment	Abschreib. auf Betriebs- und Geschäftsausstattung	2018.06.19 05:33:47										
0064005100	0064005100	YCOA	Depreciation Expense - Office Equipment (ROU)	Abschreibungen - Geschäftsausstattung (ROU)	2018.06.19 05:33:47										
0064006000	0064006000	YCOA	Depreciation Expense - Furniture	Abschreibungen auf Möbel	2018.06.19 05:33:47										
0064006100	0064006100	YCOA	Depreciation Expense - Furniture (ROU)	Abschreibungen - Betriebsausstattung (ROU)	2018.06.19 05:33:47										
0064007000	0064007000	YCOA	Depreciation Expense - Computer Hardware	Abschreibungsaufwand - Computer-Hardware	2018.06.19 05:33:47										
0065009000	0065009000	YCOA	Other Activity Costs	Sonstige Aufwendungen für bezogene Leistungen	2018.06.19 05:33:47										
0064007100	0064007100	YCOA	Depreciation Expense - Computer Hardware (ROU)	Abschreibungen - Computer-Hardware (ROU)	2018.06.19 05:33:47										
0064008000	0064008000	YCOA	Depreciation Expense - Computer Software	Abschreibungen auf Computer-Software	2018.06.19 05:33:47										
0064010000	0064010000	YCOA	Service Contract Expense	Aufwendungen für Leistungsvertrag	2018.06.19 05:33:47										
0064020000	0064020000	YCOA	Depreciation Expense - Low Value Assets	Abschreibungen auf Geringwertige Wirtschaftsgüter	2018.06.19 05:33:47										
0064021000	0064021000	YCOA	Depreciation Expense - Intangible Assets	Abschreibung auf immaterielle Vermögensgegenstände	2018.06.19 05:33:47										
0064030000	0064030000	YCOA	Unplanned Depreciation Expense	Aufwand für außerplanmäßige Abschreibung	2018.06.19 05:33:47										
0064031000	0064031000	YCOA	Depr expense (Bk > Tax) - Exceptional depr	AfA (SL > St.) - außerord. Abschreibungen (FR)	2018.06.19 05:33:47										
0064032000	0064032000	YCOA	Depr expense (Bk < Tax) - Exceptional depr	AfA (SL < St.) - außerord. Abschreibungen (FR)	2018.06.19 05:33:47										
0064040000	0064040000	YCOA	Scheduled Deprec Fixed Assets below Asset Value	Planmä. Abschr. auf Sachanlagen unter Anlagenwert	2018.06.19 05:33:47										
0064043000	0064043000	YCOA	Amortization Expense - Goodwill	Abschreibungen auf Geschäfts- oder Firmenwert	2018.06.19 05:33:47										
0064050000	0064050000	YCOA	Estimated Depreciation (CO)	Kalkulatorische Abschreibungen (Ermittlung CO)	2018.06.19 05:33:47										
0064060000	0064060000	YCOA	Accrued interest (CO)	Kalkulatorische Zinsen (CO)	2018.06.19 05:33:47										
0065000000	0065000000	YCOA	Postage and Shipping	Porto und Versand	2018.06.19 05:33:47										
0065000500	0065000500	YCOA	Non Production - Material Consumption	Materialverbrauch ohne Produktion	2018.06.19 05:33:47										
0065001000	0065001000	YCOA	Purchased Services	Bezogene Dienstleistungen	2018.06.19 05:33:47										
0065002000	0065002000	YCOA	Advertising and Sales Costs	Werbe- und Vertreterkosten	2018.06.19 05:33:47										
0065003000	0065003000	YCOA	Vehicle Costs	Kraftfahrzeugkosten	2018.06.19 05:33:47										
0065004000	0065004000	YCOA	Donations	Spenden	2018.06.19 05:33:47										
0065008000	0065008000	YCOA	Purchased Services-Time	Bezogene Dienstleistungen - Zeit	2018.06.19 05:33:47										
0065008300	0065008300	YCOA	Services - General	Dienstleistungen - allgemein	2018.06.19 05:33:47										
0065008500	0065008500	YCOA	Subcontracting Services	Lohnbearbeitungsleistungen	2018.06.19 05:33:47										
0065050000	0065050000	YCOA	Unplanned Delivery costs	Ungeplante Bezugsnebenkosten	2018.06.19 05:33:47										
0065100000	0065100000	YCOA	Office Supplies	Büromaterial	2018.06.19 05:33:47										
0065150000	0065150000	YCOA	Computer Supplies	EDV-Material	2018.06.19 05:33:47										
0065200000	0065200000	YCOA	Other Supplies	Sonstiges Material	2018.06.19 05:33:47										
0065300000	0065300000	YCOA	Legal and Audit Services	Rechts- und Beratungskosten	2018.06.19 05:33:47										
0065301000	0065301000	YCOA	Marketing Expenses	Marketingaufwendungen	2018.06.19 05:33:47										
0065400000	0065400000	YCOA	Freight	Frachten und Fremdlager	2018.06.19 05:33:47										
0065900000	0065900000	YCOA	Loss in the Event of Damage	Verlust aus Schadensfällen	2018.06.19 05:33:47										
0066000000	0066000000	YCOA	Other Operating Expenses	Sonstiger betrieblicher Aufwand	2018.06.19 05:33:47										
0066000500	0066000500	YCOA	Income - reduction in provisions	Erträge - Kürzung von Rückstellungen	2018.06.19 05:33:47										
0066000600	0066000600	YCOA	Other Gains	Sonstige betriebliche Erträge	2018.06.19 05:33:47										
0066010000	0066010000	YCOA	Expense of Discounting (ZKB)	Aufwand Abzinsung (ZKB)	2018.06.19 05:33:47										
0066019900	0066019900	YCOA	Addition to Provisions (ZKK)	Zuführung zu Rückstellungen (ZKK)	2018.06.19 05:33:47										
0068000000	0068000000	YCOA	Purchase Account (Raw)	Einkaufskonto (Rohstoff)	2018.06.19 05:33:47										
0068001000	0068001000	YCOA	Purchase account (Packaging)	Einkaufskonto (Verpackung)	2018.06.19 05:33:47										
0068002000	0068002000	YCOA	Purchase account (Trading)	Einkaufskonto (Handel)	2018.06.19 05:33:47										
0068010000	0068010000	YCOA	Purchase Account (SF & Finish Goods)	Einkaufskonto (Halbfabrikat/Fertigerzeugnis)	2018.06.19 05:33:47										
0070010000	0070010000	YCOA	Revenue from Post Capitalization	Ertrag aus Nachaktivierung	2018.06.19 05:33:47										
0070015000	0070015000	YCOA	Settlement of Asset u. Construction to CO Object	Abrechnung Anlage im Bau auf CO-Objekt	2018.06.19 05:33:47										
0070020000	0070020000	YCOA	Revenue from Fixed Asset Sale	Ertrag aus Anlagenabgang	2018.06.19 05:33:47										
0070030000	0070030000	YCOA	Clearing Account Asset Disposals	Verrechnungskonto Anlagenabgang	2018.06.19 05:33:47										
0070040000	0070040000	YCOA	Discount Received	Lieferantenskonti	2018.06.19 05:33:47										
0070100000	0070100000	YCOA	Interest Income	Zinserträge	2018.06.19 05:33:47										
0070050000	0070050000	YCOA	Clearing affiliated asset transfer	Verrechnung Anlagentransfer an verbund. Unternehm.	2018.06.19 05:33:47										
0070300000	0070300000	YCOA	Interest Income - Subsidiaries	Sonstige Zinsen u ähnliche Erträge Verbundene	2018.06.19 05:33:47										
0070300100	0070300100	YCOA	Gain from Long Term Investment	Ertrag aus Beteiligungen	2018.06.19 05:33:47										
0070400000	0070400000	YCOA	Dividend Income (HU)	Dividendenerträge (HU)	2018.06.19 05:33:47										
0070500000	0070500000	YCOA	Consumption of Provisions	Inanspruchnahme Rückstellungen	2018.06.19 05:33:47										
0070700000	0070700000	YCOA	Lease Income for - Non-Residential Real Estate	Leasingerlöse - Gewerbliche Immobilien	2018.06.19 05:33:47										
0070700100	0070700100	YCOA	Leasing Income - Residential Real Estate	Leasingserlöse - Wohnimmobilien	2018.06.19 05:33:47										
0070700200	0070700200	YCOA	Leasing Income - Other	Leasingerlöse - Sonstige	2018.06.19 05:33:47										
0070700300	0070700300	YCOA	Leasing Income - Interest (ROU)	Leasingerlöse - Zins (ROU)	2018.06.19 05:33:47										
0070700400	0070700400	YCOA	Leasing Income - Sublease (ROU)	Leasingerlöse - Untervermietung (ROU)	2018.06.19 05:33:47										
0070800000	0070800000	YCOA	Other Extraordinary Income	Außerordentliche Erträge	2018.06.19 05:33:47										
0070800100	0070800100	YCOA	Service Income - Real Estate	Erlöse aus Leistungen - Immobilien	2018.06.19 05:33:47										
0070800200	0070800200	YCOA	Service Income - other	Erlöse aus Leistungen - Sonstige	2018.06.19 05:33:47										
0070900000	0070900000	YCOA	Fines and Penalties	Bußgelder und Strafen	2018.06.19 05:33:47										
0071000000	0071000000	YCOA	Bank Charges	Nebenkosten des Geldverkehrs	2018.06.19 05:33:47										
0071010000	0071010000	YCOA	Loss from Asset Transactions	Mindererlös aus Anlagenabgang	2018.06.19 05:33:47										
0071010100	0071010100	YCOA	Gain from Asset Transactions	Mehrerlös aus Anlagenabgang	2018.06.19 05:33:47										
0071010200	0071010200	YCOA	Gain from Write Up of Fixed Assets	Ertrag aus Zuschreibungen des Anlagevermögens	2018.06.19 05:33:47										
0071010400	0071010400	YCOA	Loss from Capitalization Differences	Aufwand aus Aktivierungsdifferenzen	2018.06.19 05:33:47										
0072532000	0072532000	YCOA	Gain from Supplier Rebate (SD)		2018.06.19 05:33:47										
0072540000	0072540000	YCOA	Gain from currency valuation	Ertrag aus Währungsbewertung	2018.06.19 05:33:47										
0075001000	0075001000	YCOA	Excise Taxes	Verbrauchsteuern	2018.06.19 05:33:47										
0071010500	0071010500	YCOA	Clearing-estimated Depreciation on Fixed Assets	Verrechnung kalkulatorische AfA auf Sachanlagen	2018.06.19 05:33:47										
0071010600	0071010600	YCOA	Clearing Depreciation local GAAP	Verrechnung AfA - Lokale Rechnungslegung	2018.06.19 05:33:47										
0071010700	0071010700	YCOA	Estimated depreciation (FI-AA)	Kalkulatorische Abschreibungen (Ermittlung FI-AA)	2018.06.19 05:33:47										
0071010800	0071010800	YCOA	Depreciation local GAAP	Abschreibung nach lokalem Recht	2018.06.19 05:33:47										
0071015000	0071015000	YCOA	Offsetting Account Revaluation ord. Depreciation	Gegenkonto Aufwertung Normalabschreibungen	2018.06.19 05:33:47										
0071040000	0071040000	YCOA	Discount lost using Net Procedure	Skontoverlust beim Nettoverfahren	2018.06.19 05:33:47										
0071050000	0071050000	YCOA	Cash Discounts Expense	Aufwände für Skonto	2018.06.19 05:33:47										
0071100000	0071100000	YCOA	Interest Expense	Zinsaufwendungen	2018.06.19 05:33:47										
0071100100	0071100100	YCOA	Interest expense Land (ROU)	Zinsaufwendungen für Grundstücke (ROU)	2018.06.19 05:33:47										
0071100200	0071100200	YCOA	Interest expense Building (ROU)	Zinsaufwendungen für Gebäude (ROU)	2018.06.19 05:33:47										
0071100300	0071100300	YCOA	Interest expense Machinery (ROU)	Zinsaufwendungen für technische Anlagen (ROU)	2018.06.19 05:33:47										
0071100400	0071100400	YCOA	Interest expense Motor Vehicle (ROU)	Zinsaufwendungen für Fuhrpark (ROU)	2018.06.19 05:33:47										
0071100500	0071100500	YCOA	Interest expense Office Equipment (ROU)	Zinsaufwendungen für Geschäftsausstattung (ROU)	2018.06.19 05:33:47										
0071100600	0071100600	YCOA	Interest Expense Furniture (ROU)	Zinsaufwendungen für Betriebsausstatung (ROU)	2018.06.19 05:33:47										
0071100700	0071100700	YCOA	Interest Computer Hardware (ROU)	Zinsaufwendungen für Hardware (ROU)	2018.06.19 05:33:47										
0071300000	0071300000	YCOA	Interest Expense - Subsidiaries	Zinsaufwendungen verbundene Unternehmen	2018.06.19 05:33:47										
0071800000	0071800000	YCOA	Other Extraordinary Expenses	Ausserordentlicher Aufwand	2018.06.19 05:33:47										
0072010000	0072010000	YCOA	Loss from Exchange Rate Differences	Kursverluste Forderungen in FW und Valutabeständen	2018.06.19 05:33:47										
0072040000	0072040000	YCOA	Loss from Currency Valuation	Aufwand aus Währungsbewertung	2018.06.19 05:33:47										
0072530000	0072530000	YCOA	Gain from rebates differences	Ertrag aus Bonusdifferenzen	2018.06.19 05:33:47										
0072531000	0072531000	YCOA	Gain from Supplier Rebate (MM)		2018.06.19 05:33:47										
0072020000	0072020000	YCOA	Loss from Rounding Dif. Foreign Currency	Aufwand Rundungsdifferenzen Fremdwährung (MM)	2018.06.19 05:33:47										
0072510000	0072510000	YCOA	Gain from exchange rate differences	Kursgewinne Forderungen in FW und Valutabeständen	2018.06.19 05:33:47										
0072520000	0072520000	YCOA	Gain from rounding dif. foreign currency	Ertrag Rundungsdifferenzen Fremdwährung (MM)	2018.06.19 05:33:47										
0075002000	0075002000	YCOA	Corporate Income Tax Expense	Aufwendungen für Körperschaftssteuer	2018.06.19 05:33:47										
0075002100	0075002100	YCOA	Capital Gains Tax	Kapitalertragssteuer	2018.06.19 05:33:47										
0075002200	0075002200	YCOA	Solidary Surcharge on Corporate Income Tax	Solidaritätszuschlag auf Körperschaftssteuer	2018.06.19 05:33:47										
0075002300	0075002300	YCOA	Solidary surcharge for Interest Income Tax	Solidaritätszuschlag auf Zinsabschlagsteuer	2018.06.19 05:33:47										
0075003000	0075003000	YCOA	Deferred Tax	Latente Steuern	2018.06.19 05:33:47										
0075004000	0075004000	YCOA	Other Taxes on Income	Sonstige Steuern vom Einkommen und Ertrag	2018.06.19 05:33:47										
0075004010	0075004010	YCOA	vehicle and vessels tax	Kfz- und Wasserfahrzeugsteuer	2018.06.19 05:33:47										
0075004020	0075004020	YCOA	land usage tax	Landnutzungssteuer	2018.06.19 05:33:47										
0075004030	0075004030	YCOA	stamp tax	Stempelsteuer	2018.06.19 05:33:47										
0075004040	0075004040	YCOA	Tax&addit. Duty	Steuer und Zusatzzoll	2018.06.19 05:33:47										
0075005000	0075005000	YCOA	Input Tax non deductable (NAV)	Sonstige Steuern nicht abzugsfähig (NAV)	2018.06.19 05:33:47										
0075007000	0075007000	YCOA	Property Taxes	Grundsteuer	2018.06.19 05:33:47										
0075008000	0075008000	YCOA	Trade Tax	Gewerbesteuer	2018.06.19 05:33:47										
0075008010	0075008010	YCOA	Capital Gains Tax (AU)	Kapitalertragssteuer (AU)	2018.06.19 05:33:47										
0075008020	0075008020	YCOA	Tax Fringe Benefits Tax (AU)	Steuer auf Gehaltszusätze (AU)	2018.06.19 05:33:47										
0075008050	0075008050	YCOA	Export Taxes (FR) (AU)	Ausfuhrsteuern (FR) (AU)	2018.06.19 05:33:47										
0075009000	0075009000	YCOA	Export Duty	Ausfuhrzölle	2018.06.19 05:33:47										
0075009900	0075009900	YCOA	Other Company Taxes	Sonstige betriebliche Steuern	2018.06.19 05:33:47										
0090001000	0090001000	YCOA	Activated Carried Forward Losses	Aktivierter Verlustvortrag	2018.06.19 05:33:47										
0090002000	0090002000	YCOA	Deferred Carried Forward Losses	Abgegrenzter Verlustvortrag	2018.06.19 05:33:47										
0092101500	0092101500	YCOA	Settl. Rework	Abrechnung Nacharbeit	2018.06.19 05:33:47										
0092101800	0092101800	YCOA	Settlement R&D	Abrechnung Forschung und Entwicklung	2018.06.19 05:33:47										
0092105100	0092105100	YCOA	Personnel costs	Personalkosten	2018.06.19 05:33:47										
0092105200	0092105200	YCOA	Spare/Service/Ext Material con	Verbrauch Ersatzteile/Leistungen/Fremdmaterial	2018.06.19 05:33:47										
0092105300	0092105300	YCOA	Other costs	Sonstige Kosten	2018.06.19 05:33:47										
0092105400	0092105400	YCOA	Secondary costs	Sekundärkosten	2018.06.19 05:33:47										
0093100000	0093100000	YCOA	Result Analysis Technical	Ergebnisermittlung Technik	2018.06.19 05:33:47										
0093111100	0093111100	YCOA	Result Analysis Primary Costs	Ergebnisermittlung Primärkosten	2018.06.19 05:33:47										
0093112000	0093112000	YCOA	Result Analysis COP Reserv.	Rückstellungen primär	2018.06.19 05:33:47										
0093113000	0093113000	YCOA	Result Analysis SEC Costs	Ergebnisermittlung Sekundärkosten	2018.06.19 05:33:47										
0093114000	0093114000	YCOA	Result Analysis COS Reserv.	Rückstellungen sekundär	2018.06.19 05:33:47										
0093115000	0093115000	YCOA	Result Analysis OVH Costs	Ergebnisermittlung Gemeinkosten	2018.06.19 05:33:47										
0093116000	0093116000	YCOA	Result Analysis OVH Reserv.	Ergebnisermittlung Gemeinkosten Rücklagen	2018.06.19 05:33:47										
0094111000	0094111000	YCOA	Overhead Material	Gemeinkosten Material	2018.06.19 05:33:47										
0094112000	0094112000	YCOA	Overhead production	Gemeinkosten Fertigung	2018.06.19 05:33:47										
0094113000	0094113000	YCOA	Overhead administration	Gemeinkosten Verwaltung	2018.06.19 05:33:47										
0094114000	0094114000	YCOA	Overhead sales	Gemeinkosten Vertrieb	2018.06.19 05:33:47										
0094201000	0094201000	YCOA	Buildings & Periodic Service	Gebäude und periodischer Service	2018.06.19 05:33:47										
0094202000	0094202000	YCOA	Assessment Quality costs	Umlage Qualitätskosten	2018.06.19 05:33:47										
0094220000	0094220000	YCOA	COPA Assessment	CO-PA Umlage	2018.06.19 05:33:47										
0094221000	0094221000	YCOA	COPA-overhead cost	CO-PA - Gemeinkosten	2018.06.19 05:33:47										
0094222000	0094222000	YCOA	COPA-Marketing	CO-PA - Marketing	2018.06.19 05:33:47										
0094223000	0094223000	YCOA	COPA -R&D	CO-PA - F&E	2018.06.19 05:33:47										
0094224000	0094224000	YCOA	COPA -Admin. Overhead	CO-PA Verwaltung Gemeinkosten	2018.06.19 05:33:47										
0094225000	0094225000	YCOA	COPA -Sales. Overhead	CO-PA Vertrieb Gemeinkosten	2018.06.19 05:33:47										
0094226000	0094226000	YCOA	COPA-Non-Operating Expense	CO-PA - nicht betriebliche Aufwendungen	2018.06.19 05:33:47										
0094227000	0094227000	YCOA	COPA-Non-Operating Income	CO-PA nicht betriebliche Erträge	2018.06.19 05:33:47										
0094228000	0094228000	YCOA	COPA -Taxes	CO-PA - Steuern	2018.06.19 05:33:47										
0094229000	0094229000	YCOA	COPA -cash Discount	CO-PA - Skonto	2018.06.19 05:33:47										
0094229900	0094229900	YCOA	COPA -consulting overhead	CO-PA - Beratungsgemeinkosten	2018.06.19 05:33:47										
0094301000	0094301000	YCOA	Machine hours 1	Maschinenstunden 1	2018.06.19 05:33:47										
0094302000	0094302000	YCOA	Machine hours 2	Maschinenstunden 2	2018.06.19 05:33:47										
0094303000	0094303000	YCOA	Setup Production	Rüsten	2018.06.19 05:33:47										
0094304000	0094304000	YCOA	Water	Wasser	2018.06.19 05:33:47										
0094305000	0094305000	YCOA	Industry Effluent	Industrieabwasser	2018.06.19 05:33:47										
0094306000	0094306000	YCOA	Environmental	Umweltschutz	2018.06.19 05:33:47										
0094307000	0094307000	YCOA	Internal Transport	Innerbetrieblicher Transport	2018.06.19 05:33:47										
0094308000	0094308000	YCOA	Consulting	Beratung	2018.06.19 05:33:47										
0094309000	0094309000	YCOA	Development	Entwicklung	2018.06.19 05:33:47										
0094310000	0094310000	YCOA	QM Control	Q-Prüfung	2018.06.19 05:33:47										
0094311000	0094311000	YCOA	Personnel hours	Personalstunden	2018.06.19 05:33:47										
