LEGACY_MAIN_ASSET_NUMBER	COMPANY_CODE	MAIN_ASSET_NUMBER	MAIN_ASSET_NUMBER_TXT_GBL	MAIN_ASSET_NUMBER_TXT_LCL	DI_TIMESTAMP										
000000500386	1010	000000500386	MK387	MK387	2017.07.06 08:56:49										
000000500387	1010	000000500387	MK388	MK388	2017.07.06 08:56:49										
000000500388	1010	000000500388	MK389	MK389	2017.07.06 08:56:49										
000000500389	1010	000000500389	MK390	MK390	2017.07.06 08:56:49										
000000500390	1010	000000500390	MK391	MK391	2017.07.06 08:56:49										
000000500391	1010	000000500391	MK392	MK392	2017.07.06 08:56:49										
000000500392	1010	000000500392	MK393	MK393	2017.07.06 08:56:49										
000000500393	1010	000000500393	MK394	MK394	2017.07.06 08:56:49										
000000500394	1010	000000500394	MK395	MK395	2017.07.06 08:56:49										
000000500395	1010	000000500395	MK396	MK396	2017.07.06 08:56:49										
000000500396	1010	000000500396	MK397	MK397	2017.07.06 08:56:49										
000000500397	1010	000000500397	MK398	MK398	2017.07.06 08:56:49										
000000500398	1010	000000500398	MK399	MK399	2017.07.06 08:56:49										
000000500399	1010	000000500399	MK400	MK400	2017.07.06 08:56:49										
000000500400	1010	000000500400	MK401	MK401	2017.07.06 08:56:49										
000000500401	1010	000000500401	MK402	MK402	2017.07.06 08:56:49										
000000500402	1010	000000500402	MK403	MK403	2017.07.06 08:56:49										
000000500403	1010	000000500403	MK404	MK404	2017.07.06 08:56:49										
000000500404	1010	000000500404	MK405	MK405	2017.07.06 08:56:49										
000000500405	1010	000000500405	MK406	MK406	2017.07.06 08:56:49										
000000500406	1010	000000500406	MK407	MK407	2017.07.06 08:56:49										
000000500407	1010	000000500407	MK408	MK408	2017.07.06 08:56:49										
000000500408	1010	000000500408	MK409	MK409	2017.07.06 08:56:49										
000000500409	1010	000000500409	MK410	MK410	2017.07.06 08:56:49										
000000500410	1010	000000500410	MK411	MK411	2017.07.06 08:56:49										
000000500411	1010	000000500411	MK412	MK412	2017.07.06 08:56:49										
000000500412	1010	000000500412	MK413	MK413	2017.07.06 08:56:49										
000000500413	1010	000000500413	MK414	MK414	2017.07.06 08:56:49										
000000500414	1010	000000500414	MK415	MK415	2017.07.06 08:56:49										
000000500415	1010	000000500415	MK416	MK416	2017.07.06 08:56:49										
000000500416	1010	000000500416	MK417	MK417	2017.07.06 08:56:49										
000000500417	1010	000000500417	MK418	MK418	2017.07.06 08:56:49										
000000500418	1010	000000500418	MK419	MK419	2017.07.06 08:56:49										
000000500419	1010	000000500419	MK420	MK420	2017.07.06 08:56:49										
000000500420	1010	000000500420	MK421	MK421	2017.07.06 08:56:49										
000000500421	1010	000000500421	MK422	MK422	2017.07.06 08:56:49										
000000500422	1010	000000500422	MK423	MK423	2017.07.06 08:56:49										
000000500423	1010	000000500423	MK424	MK424	2017.07.06 08:56:49										
000000500424	1010	000000500424	MK425	MK425	2017.07.06 08:56:49										
000000500425	1010	000000500425	MK426	MK426	2017.07.06 08:56:49										
000000500426	1010	000000500426	MK427	MK427	2017.07.06 08:56:49										
000000500427	1010	000000500427	MK428	MK428	2017.07.06 08:56:49										
000000500428	1010	000000500428	MK429	MK429	2017.07.06 08:56:49										
000000500429	1010	000000500429	MK430	MK430	2017.07.06 08:56:49										
000000500430	1010	000000500430	MK431	MK431	2017.07.06 08:56:49										
000000500431	1010	000000500431	MK432	MK432	2017.07.06 08:56:49										
000000500432	1010	000000500432	MK433	MK433	2017.07.06 08:56:49										
000000500433	1010	000000500433	MK434	MK434	2017.07.06 08:56:49										
000000500434	1010	000000500434	MK435	MK435	2017.07.06 08:56:49										
000000500435	1010	000000500435	MK436	MK436	2017.07.06 08:56:49										
000000500436	1010	000000500436	MK437	MK437	2017.07.06 08:56:49										
000000500437	1010	000000500437	MK438	MK438	2017.07.06 08:56:49										
000000500438	1010	000000500438	MK439	MK439	2017.07.06 08:56:49										
000000500439	1010	000000500439	MK440	MK440	2017.07.06 08:56:49										
000000500440	1010	000000500440	MK441	MK441	2017.07.06 08:56:49										
000000500441	1010	000000500441	MK442	MK442	2017.07.06 08:56:49										
000000500442	1010	000000500442	MK443	MK443	2017.07.06 08:56:49										
000000500443	1010	000000500443	MK444	MK444	2017.07.06 08:56:49										
000000500444	1010	000000500444	MK445	MK445	2017.07.06 08:56:49										
000000500445	1010	000000500445	MK446	MK446	2017.07.06 08:56:49										
000000500446	1010	000000500446	MK447	MK447	2017.07.06 08:56:49										
000000500447	1010	000000500447	MK448	MK448	2017.07.06 08:56:49										
000000500448	1010	000000500448	MK449	MK449	2017.07.06 08:56:49										
000000500449	1010	000000500449	MK450	MK450	2017.07.06 08:56:49										
000000500450	1010	000000500450	MK451	MK451	2017.07.06 08:56:49										
000000500451	1010	000000500451	MK452	MK452	2017.07.06 08:56:49										
000000500452	1010	000000500452	MK453	MK453	2017.07.06 08:56:49										
000000500453	1010	000000500453	MK454	MK454	2017.07.06 08:56:49										
000000500454	1010	000000500454	MK455	MK455	2017.07.06 08:56:49										
000000500455	1010	000000500455	MK456	MK456	2017.07.06 08:56:49										
000000500456	1010	000000500456	MK457	MK457	2017.07.06 08:56:49										
000000500457	1010	000000500457	MK458	MK458	2017.07.06 08:56:49										
000000500458	1010	000000500458	MK459	MK459	2017.07.06 08:56:49										
000000500459	1010	000000500459	MK460	MK460	2017.07.06 08:56:49										
000000500460	1010	000000500460	MK461	MK461	2017.07.06 08:56:49										
000000500461	1010	000000500461	MK462	MK462	2017.07.06 08:56:49										
000000500462	1010	000000500462	MK463	MK463	2017.07.06 08:56:49										
000000500463	1010	000000500463	MK464	MK464	2017.07.06 08:56:49										
000000500464	1010	000000500464	MK465	MK465	2017.07.06 08:56:49										
000000500465	1010	000000500465	MK466	MK466	2017.07.06 08:56:49										
000000500466	1010	000000500466	MK467	MK467	2017.07.06 08:56:49										
000000500467	1010	000000500467	MK468	MK468	2017.07.06 08:56:49										
000000500468	1010	000000500468	MK469	MK469	2017.07.06 08:56:49										
000000500469	1010	000000500469	MK470	MK470	2017.07.06 08:56:49										
000000500470	1010	000000500470	MK471	MK471	2017.07.06 08:56:49										
000000500471	1010	000000500471	MK472	MK472	2017.07.06 08:56:49										
000000500472	1010	000000500472	MK473	MK473	2017.07.06 08:56:49										
000000500473	1010	000000500473	MK474	MK474	2017.07.06 08:56:49										
000000500474	1010	000000500474	MK475	MK475	2017.07.06 08:56:49										
000000500475	1010	000000500475	MK476	MK476	2017.07.06 08:56:49										
000000500476	1010	000000500476	MK477	MK477	2017.07.06 08:56:49										
000000500477	1010	000000500477	MK478	MK478	2017.07.06 08:56:49										
000000500478	1010	000000500478	MK479	MK479	2017.07.06 08:56:49										
000000500479	1010	000000500479	MK480	MK480	2017.07.06 08:56:49										
000000500480	1010	000000500480	MK481	MK481	2017.07.06 08:56:49										
000000500481	1010	000000500481	MK482	MK482	2017.07.06 08:56:49										
000000500482	1010	000000500482	MK483	MK483	2017.07.06 08:56:49										
000000500483	1010	000000500483	MK484	MK484	2017.07.06 08:56:49										
000000500484	1010	000000500484	MK485	MK485	2017.07.06 08:56:49										
000000500485	1010	000000500485	MK486	MK486	2017.07.06 08:56:49										
000000500486	1010	000000500486	MK487	MK487	2017.07.06 08:56:49										
000000500487	1010	000000500487	MK488	MK488	2017.07.06 08:56:49										
000000500488	1010	000000500488	MK489	MK489	2017.07.06 08:56:49										
000000500489	1010	000000500489	MK490	MK490	2017.07.06 08:56:49										
000000500490	1010	000000500490	MK491	MK491	2017.07.06 08:56:49										
000000500491	1010	000000500491	MK492	MK492	2017.07.06 08:56:49										
000000500492	1010	000000500492	MK493	MK493	2017.07.06 08:56:49										
000000500493	1010	000000500493	MK494	MK494	2017.07.06 08:56:49										
000000500494	1010	000000500494	MK495	MK495	2017.07.06 08:56:49										
000000500495	1010	000000500495	MK496	MK496	2017.07.06 08:56:49										
000000500496	1010	000000500496	MK497	MK497	2017.07.06 08:56:49										
000000500497	1010	000000500497	MK498	MK498	2017.07.06 08:56:49										
000000500498	1010	000000500498	MK499	MK499	2017.07.06 08:56:49										
000000500499	1010	000000500499	MK500	MK500	2017.07.06 08:56:49										
000000500500	1010	000000500500	MK501	MK501	2017.07.06 08:56:49										
000000500501	1010	000000500501	MK502	MK502	2017.07.06 08:56:49										
000000500502	1010	000000500502	MK503	MK503	2017.07.06 08:56:49										
000000500503	1010	000000500503	MK504	MK504	2017.07.06 08:56:49										
000000500504	1010	000000500504	MK505	MK505	2017.07.06 08:56:49										
000000500505	1010	000000500505	MK506	MK506	2017.07.06 08:56:49										
000000500506	1010	000000500506	MK507	MK507	2017.07.06 08:56:49										
000000500507	1010	000000500507	MK508	MK508	2017.07.06 08:56:49										
000000500508	1010	000000500508	MK509	MK509	2017.07.06 08:56:49										
000000500509	1010	000000500509	MK510	MK510	2017.07.06 08:56:49										
000000500510	1010	000000500510	MK511	MK511	2017.07.06 08:56:49										
000000500511	1010	000000500511	MK512	MK512	2017.07.06 08:56:49										
000000500512	1010	000000500512	MK513	MK513	2017.07.06 08:56:49										
000000500513	1010	000000500513	MK514	MK514	2017.07.06 08:56:49										
000000500514	1010	000000500514	MK515	MK515	2017.07.06 08:56:49										
000000500515	1010	000000500515	MK516	MK516	2017.07.06 08:56:49										
000000500516	1010	000000500516	MK517	MK517	2017.07.06 08:56:49										
000000500517	1010	000000500517	MK518	MK518	2017.07.06 08:56:49										
000000500518	1010	000000500518	MK519	MK519	2017.07.06 08:56:49										
000000500519	1010	000000500519	MK520	MK520	2017.07.06 08:56:49										
000000500520	1010	000000500520	MK521	MK521	2017.07.06 08:56:49										
000000500521	1010	000000500521	MK522	MK522	2017.07.06 08:56:49										
000000500522	1010	000000500522	MK523	MK523	2017.07.06 08:56:49										
000000500523	1010	000000500523	MK524	MK524	2017.07.06 08:56:49										
000000500524	1010	000000500524	MK525	MK525	2017.07.06 08:56:49										
000000500525	1010	000000500525	MK526	MK526	2017.07.06 08:56:49										
000000500526	1010	000000500526	MK527	MK527	2017.07.06 08:56:49										
000000500527	1010	000000500527	MK528	MK528	2017.07.06 08:56:49										
000000500528	1010	000000500528	MK529	MK529	2017.07.06 08:56:49										
000000500529	1010	000000500529	MK530	MK530	2017.07.06 08:56:49										
000000500530	1010	000000500530	MK531	MK531	2017.07.06 08:56:49										
000000500531	1010	000000500531	MK532	MK532	2017.07.06 08:56:49										
000000500532	1010	000000500532	MK533	MK533	2017.07.06 08:56:49										
000000500533	1010	000000500533	MK534	MK534	2017.07.06 08:56:49										
000000500534	1010	000000500534	MK535	MK535	2017.07.06 08:56:49										
000000500535	1010	000000500535	MK536	MK536	2017.07.06 08:56:49										
000000500536	1010	000000500536	MK537	MK537	2017.07.06 08:56:49										
000000500537	1010	000000500537	MK538	MK538	2017.07.06 08:56:49										
000000500538	1010	000000500538	MK539	MK539	2017.07.06 08:56:49										
000000500539	1010	000000500539	MK540	MK540	2017.07.06 08:56:49										
000000500540	1010	000000500540	MK541	MK541	2017.07.06 08:56:49										
000000500541	1010	000000500541	MK542	MK542	2017.07.06 08:56:49										
000000500542	1010	000000500542	MK543	MK543	2017.07.06 08:56:49										
000000500543	1010	000000500543	MK544	MK544	2017.07.06 08:56:49										
000000500544	1010	000000500544	MK545	MK545	2017.07.06 08:56:49										
000000500545	1010	000000500545	MK546	MK546	2017.07.06 08:56:49										
000000500546	1010	000000500546	MK547	MK547	2017.07.06 08:56:49										
000000500547	1010	000000500547	MK548	MK548	2017.07.06 08:56:49										
000000500548	1010	000000500548	MK549	MK549	2017.07.06 08:56:49										
000000500549	1010	000000500549	MK550	MK550	2017.07.06 08:56:49										
000000500550	1010	000000500550	MK551	MK551	2017.07.06 08:56:49										
000000500551	1010	000000500551	MK552	MK552	2017.07.06 08:56:49										
000000500552	1010	000000500552	MK553	MK553	2017.07.06 08:56:49										
000000500553	1010	000000500553	MK554	MK554	2017.07.06 08:56:49										
000000500554	1010	000000500554	MK555	MK555	2017.07.06 08:56:49										
000000500555	1010	000000500555	MK556	MK556	2017.07.06 08:56:49										
000000500556	1010	000000500556	MK557	MK557	2017.07.06 08:56:49										
000000500557	1010	000000500557	MK558	MK558	2017.07.06 08:56:49										
000000500558	1010	000000500558	MK559	MK559	2017.07.06 08:56:49										
000000500559	1010	000000500559	MK560	MK560	2017.07.06 08:56:49										
000000500560	1010	000000500560	MK561	MK561	2017.07.06 08:56:49										
000000500561	1010	000000500561	MK562	MK562	2017.07.06 08:56:49										
000000500562	1010	000000500562	MK563	MK563	2017.07.06 08:56:49										
000000500563	1010	000000500563	MK564	MK564	2017.07.06 08:56:49										
000000500564	1010	000000500564	MK565	MK565	2017.07.06 08:56:49										
000000500565	1010	000000500565	MK566	MK566	2017.07.06 08:56:49										
000000500566	1010	000000500566	MK567	MK567	2017.07.06 08:56:49										
000000500567	1010	000000500567	MK568	MK568	2017.07.06 08:56:49										
000000500568	1010	000000500568	MK569	MK569	2017.07.06 08:56:49										
000000500569	1010	000000500569	MK570	MK570	2017.07.06 08:56:49										
000000500570	1010	000000500570	MK571	MK571	2017.07.06 08:56:49										
000000500571	1010	000000500571	MK572	MK572	2017.07.06 08:56:49										
000000500572	1010	000000500572	MK573	MK573	2017.07.06 08:56:49										
000000500573	1010	000000500573	MK574	MK574	2017.07.06 08:56:49										
000000500574	1010	000000500574	MK575	MK575	2017.07.06 08:56:49										
000000500575	1010	000000500575	MK576	MK576	2017.07.06 08:56:49										
000000500576	1010	000000500576	MK577	MK577	2017.07.06 08:56:49										
000000500577	1010	000000500577	MK578	MK578	2017.07.06 08:56:49										
000000500578	1010	000000500578	MK579	MK579	2017.07.06 08:56:49										
000000500579	1010	000000500579	MK580	MK580	2017.07.06 08:56:49										
000000500580	1010	000000500580	MK581	MK581	2017.07.06 08:56:49										
000000500581	1010	000000500581	MK582	MK582	2017.07.06 08:56:49										
000000500582	1010	000000500582	MK583	MK583	2017.07.06 08:56:49										
000000500583	1010	000000500583	MK584	MK584	2017.07.06 08:56:49										
000000500584	1010	000000500584	MK585	MK585	2017.07.06 08:56:49										
000000500585	1010	000000500585	MK586	MK586	2017.07.06 08:56:49										
000000500586	1010	000000500586	MK587	MK587	2017.07.06 08:56:49										
000000500587	1010	000000500587	MK588	MK588	2017.07.06 08:56:49										
000000500588	1010	000000500588	MK589	MK589	2017.07.06 08:56:49										
000000500589	1010	000000500589	MK590	MK590	2017.07.06 08:56:49										
000000500590	1010	000000500590	MK591	MK591	2017.07.06 08:56:49										
000000500591	1010	000000500591	MK592	MK592	2017.07.06 08:56:49										
000000500592	1010	000000500592	MK593	MK593	2017.07.06 08:56:49										
000000500593	1010	000000500593	MK594	MK594	2017.07.06 08:56:49										
000000500594	1010	000000500594	MK595	MK595	2017.07.06 08:56:49										
000000500595	1010	000000500595	MK596	MK596	2017.07.06 08:56:49										
000000500596	1010	000000500596	MK597	MK597	2017.07.06 08:56:49										
000000500597	1010	000000500597	MK598	MK598	2017.07.06 08:56:49										
000000500598	1010	000000500598	MK599	MK599	2017.07.06 08:56:49										
000000500599	1010	000000500599	MK600	MK600	2017.07.06 08:56:49										
000000500600	1010	000000500600	MK601	MK601	2017.07.06 08:56:49										
000000500601	1010	000000500601	MK602	MK602	2017.07.06 08:56:49										
000000500602	1010	000000500602	MK603	MK603	2017.07.06 08:56:49										
000000500603	1010	000000500603	MK604	MK604	2017.07.06 08:56:49										
000000500604	1010	000000500604	MK605	MK605	2017.07.06 08:56:49										
000000500605	1010	000000500605	MK606	MK606	2017.07.06 08:56:49										
000000500606	1010	000000500606	MK607	MK607	2017.07.06 08:56:49										
000000500607	1010	000000500607	MK608	MK608	2017.07.06 08:56:49										
000000500608	1010	000000500608	MK609	MK609	2017.07.06 08:56:49										
000000500609	1010	000000500609	MK610	MK610	2017.07.06 08:56:49										
000000500610	1010	000000500610	MK611	MK611	2017.07.06 08:56:49										
000000500611	1010	000000500611	MK612	MK612	2017.07.06 08:56:49										
000000500612	1010	000000500612	MK613	MK613	2017.07.06 08:56:49										
000000500613	1010	000000500613	MK614	MK614	2017.07.06 08:56:49										
000000500614	1010	000000500614	MK615	MK615	2017.07.06 08:56:49										
000000500615	1010	000000500615	MK616	MK616	2017.07.06 08:56:49										
000000500616	1010	000000500616	MK617	MK617	2017.07.06 08:56:49										
000000500617	1010	000000500617	MK618	MK618	2017.07.06 08:56:49										
000000500618	1010	000000500618	MK619	MK619	2017.07.06 08:56:49										
000000500619	1010	000000500619	MK620	MK620	2017.07.06 08:56:49										
000000500620	1010	000000500620	MK621	MK621	2017.07.06 08:56:49										
000000500621	1010	000000500621	MK622	MK622	2017.07.06 08:56:49										
000000500622	1010	000000500622	MK623	MK623	2017.07.06 08:56:49										
000000500623	1010	000000500623	MK624	MK624	2017.07.06 08:56:49										
000000500624	1010	000000500624	MK625	MK625	2017.07.06 08:56:49										
000000500625	1010	000000500625	MK626	MK626	2017.07.06 08:56:49										
000000500626	1010	000000500626	MK627	MK627	2017.07.06 08:56:49										
000000500627	1010	000000500627	MK628	MK628	2017.07.06 08:56:49										
000000500628	1010	000000500628	MK629	MK629	2017.07.06 08:56:49										
000000500629	1010	000000500629	MK630	MK630	2017.07.06 08:56:49										
000000500630	1010	000000500630	MK631	MK631	2017.07.06 08:56:49										
000000500631	1010	000000500631	MK632	MK632	2017.07.06 08:56:49										
000000500632	1010	000000500632	MK633	MK633	2017.07.06 08:56:49										
000000500633	1010	000000500633	MK634	MK634	2017.07.06 08:56:49										
000000500634	1010	000000500634	MK635	MK635	2017.07.06 08:56:49										
000000500635	1010	000000500635	MK636	MK636	2017.07.06 08:56:49										
000000500636	1010	000000500636	MK637	MK637	2017.07.06 08:56:49										
000000500637	1010	000000500637	MK638	MK638	2017.07.06 08:56:49										
000000500638	1010	000000500638	MK639	MK639	2017.07.06 08:56:49										
000000500639	1010	000000500639	MK640	MK640	2017.07.06 08:56:49										
000000500640	1010	000000500640	MK641	MK641	2017.07.06 08:56:49										
000000500641	1010	000000500641	MK642	MK642	2017.07.06 08:56:49										
000000500642	1010	000000500642	MK643	MK643	2017.07.06 08:56:49										
000000500643	1010	000000500643	MK644	MK644	2017.07.06 08:56:49										
000000500644	1010	000000500644	MK645	MK645	2017.07.06 08:56:49										
000000500645	1010	000000500645	MK646	MK646	2017.07.06 08:56:49										
000000500646	1010	000000500646	MK647	MK647	2017.07.06 08:56:49										
000000500647	1010	000000500647	MK648	MK648	2017.07.06 08:56:49										
000000500648	1010	000000500648	MK649	MK649	2017.07.06 08:56:49										
000000500649	1010	000000500649	MK650	MK650	2017.07.06 08:56:49										
000000500650	1010	000000500650	MK651	MK651	2017.07.06 08:56:49										
000000500651	1010	000000500651	MK652	MK652	2017.07.06 08:56:49										
000000500652	1010	000000500652	MK653	MK653	2017.07.06 08:56:49										
000000500653	1010	000000500653	MK654	MK654	2017.07.06 08:56:49										
000000500654	1010	000000500654	MK655	MK655	2017.07.06 08:56:49										
000000500655	1010	000000500655	MK656	MK656	2017.07.06 08:56:49										
000000500656	1010	000000500656	MK657	MK657	2017.07.06 08:56:49										
000000500657	1010	000000500657	MK658	MK658	2017.07.06 08:56:49										
000000500658	1010	000000500658	MK659	MK659	2017.07.06 08:56:49										
000000500659	1010	000000500659	MK660	MK660	2017.07.06 08:56:49										
000000500660	1010	000000500660	MK661	MK661	2017.07.06 08:56:49										
000000500661	1010	000000500661	MK662	MK662	2017.07.06 08:56:49										
000000500662	1010	000000500662	MK663	MK663	2017.07.06 08:56:49										
000000500663	1010	000000500663	MK664	MK664	2017.07.06 08:56:49										
000000500664	1010	000000500664	MK665	MK665	2017.07.06 08:56:49										
000000500665	1010	000000500665	MK666	MK666	2017.07.06 08:56:49										
000000500666	1010	000000500666	MK667	MK667	2017.07.06 08:56:49										
000000500667	1010	000000500667	MK668	MK668	2017.07.06 08:56:49										
000000500668	1010	000000500668	MK669	MK669	2017.07.06 08:56:49										
000000500669	1010	000000500669	MK670	MK670	2017.07.06 08:56:49										
000000500670	1010	000000500670	MK671	MK671	2017.07.06 08:56:49										
000000500671	1010	000000500671	MK672	MK672	2017.07.06 08:56:49										
000000500672	1010	000000500672	MK673	MK673	2017.07.06 08:56:49										
000000500673	1010	000000500673	MK674	MK674	2017.07.06 08:56:49										
000000500674	1010	000000500674	MK675	MK675	2017.07.06 08:56:49										
000000500675	1010	000000500675	MK676	MK676	2017.07.06 08:56:49										
000000500676	1010	000000500676	MK677	MK677	2017.07.06 08:56:49										
000000500677	1010	000000500677	MK678	MK678	2017.07.06 08:56:49										
000000500678	1010	000000500678	MK679	MK679	2017.07.06 08:56:49										
000000500679	1010	000000500679	MK680	MK680	2017.07.06 08:56:49										
000000500680	1010	000000500680	MK681	MK681	2017.07.06 08:56:49										
000000500681	1010	000000500681	MK682	MK682	2017.07.06 08:56:49										
000000500682	1010	000000500682	MK683	MK683	2017.07.06 08:56:49										
000000500683	1010	000000500683	MK684	MK684	2017.07.06 08:56:49										
000000500684	1010	000000500684	MK685	MK685	2017.07.06 08:56:49										
000000500685	1010	000000500685	MK686	MK686	2017.07.06 08:56:49										
000000500686	1010	000000500686	MK687	MK687	2017.07.06 08:56:49										
000000500687	1010	000000500687	MK688	MK688	2017.07.06 08:56:49										
000000500688	1010	000000500688	MK689	MK689	2017.07.06 08:56:49										
000000500689	1010	000000500689	MK690	MK690	2017.07.06 08:56:49										
000000500690	1010	000000500690	MK691	MK691	2017.07.06 08:56:49										
000000500691	1010	000000500691	MK692	MK692	2017.07.06 08:56:49										
000000500692	1010	000000500692	MK693	MK693	2017.07.06 08:56:49										
000000500693	1010	000000500693	MK694	MK694	2017.07.06 08:56:49										
000000500694	1010	000000500694	MK695	MK695	2017.07.06 08:56:49										
000000500695	1010	000000500695	MK696	MK696	2017.07.06 08:56:49										
000000500696	1010	000000500696	MK697	MK697	2017.07.06 08:56:49										
000000500697	1010	000000500697	MK698	MK698	2017.07.06 08:56:49										
000000500698	1010	000000500698	MK699	MK699	2017.07.06 08:56:49										
000000500699	1010	000000500699	MK700	MK700	2017.07.06 08:56:49										
000000500700	1010	000000500700	MK701	MK701	2017.07.06 08:56:49										
000000500701	1010	000000500701	MK702	MK702	2017.07.06 08:56:49										
000000500702	1010	000000500702	MK703	MK703	2017.07.06 08:56:49										
000000500703	1010	000000500703	MK704	MK704	2017.07.06 08:56:49										
000000500704	1010	000000500704	MK705	MK705	2017.07.06 08:56:49										
000000500705	1010	000000500705	MK706	MK706	2017.07.06 08:56:49										
000000500706	1010	000000500706	MK707	MK707	2017.07.06 08:56:49										
000000500707	1010	000000500707	MK708	MK708	2017.07.06 08:56:49										
000000500708	1010	000000500708	MK709	MK709	2017.07.06 08:56:49										
000000500709	1010	000000500709	MK710	MK710	2017.07.06 08:56:49										
000000500710	1010	000000500710	MK711	MK711	2017.07.06 08:56:49										
000000500711	1010	000000500711	MK712	MK712	2017.07.06 08:56:49										
000000500712	1010	000000500712	MK713	MK713	2017.07.06 08:56:49										
000000500713	1010	000000500713	MK714	MK714	2017.07.06 08:56:49										
000000500714	1010	000000500714	MK715	MK715	2017.07.06 08:56:49										
000000500715	1010	000000500715	MK716	MK716	2017.07.06 08:56:49										
000000500716	1010	000000500716	MK717	MK717	2017.07.06 08:56:49										
000000500717	1010	000000500717	MK718	MK718	2017.07.06 08:56:49										
000000500718	1010	000000500718	MK719	MK719	2017.07.06 08:56:49										
000000500719	1010	000000500719	MK720	MK720	2017.07.06 08:56:49										
000000500720	1010	000000500720	MK721	MK721	2017.07.06 08:56:49										
000000500721	1010	000000500721	MK722	MK722	2017.07.06 08:56:49										
000000500722	1010	000000500722	MK723	MK723	2017.07.06 08:56:49										
000000500723	1010	000000500723	MK724	MK724	2017.07.06 08:56:49										
000000500724	1010	000000500724	MK725	MK725	2017.07.06 08:56:49										
000000500725	1010	000000500725	MK726	MK726	2017.07.06 08:56:49										
000000500726	1010	000000500726	MK727	MK727	2017.07.06 08:56:49										
000000500727	1010	000000500727	MK728	MK728	2017.07.06 08:56:49										
000000500728	1010	000000500728	MK729	MK729	2017.07.06 08:56:49										
000000500729	1010	000000500729	MK730	MK730	2017.07.06 08:56:49										
000000500730	1010	000000500730	MK731	MK731	2017.07.06 08:56:49										
000000500731	1010	000000500731	MK732	MK732	2017.07.06 08:56:49										
000000500732	1010	000000500732	MK733	MK733	2017.07.06 08:56:49										
000000500733	1010	000000500733	MK734	MK734	2017.07.06 08:56:49										
000000500734	1010	000000500734	MK735	MK735	2017.07.06 08:56:49										
000000500735	1010	000000500735	MK736	MK736	2017.07.06 08:56:49										
000000500736	1010	000000500736	MK737	MK737	2017.07.06 08:56:49										
000000500737	1010	000000500737	MK738	MK738	2017.07.06 08:56:49										
000000500738	1010	000000500738	MK739	MK739	2017.07.06 08:56:49										
000000500739	1010	000000500739	MK740	MK740	2017.07.06 08:56:49										
000000500740	1010	000000500740	MK741	MK741	2017.07.06 08:56:49										
000000500741	1010	000000500741	MK742	MK742	2017.07.06 08:56:49										
000000500742	1010	000000500742	MK743	MK743	2017.07.06 08:56:49										
000000500743	1010	000000500743	MK744	MK744	2017.07.06 08:56:49										
000000500744	1010	000000500744	MK745	MK745	2017.07.06 08:56:49										
000000500745	1010	000000500745	MK746	MK746	2017.07.06 08:56:49										
000000500746	1010	000000500746	MK747	MK747	2017.07.06 08:56:49										
000000500747	1010	000000500747	MK748	MK748	2017.07.06 08:56:49										
000000500748	1010	000000500748	MK749	MK749	2017.07.06 08:56:49										
000000500749	1010	000000500749	MK750	MK750	2017.07.06 08:56:49										
000000500750	1010	000000500750	MK751	MK751	2017.07.06 08:56:49										
000000500751	1010	000000500751	MK752	MK752	2017.07.06 08:56:49										
000000500752	1010	000000500752	MK753	MK753	2017.07.06 08:56:49										
000000500753	1010	000000500753	MK754	MK754	2017.07.06 08:56:49										
000000500754	1010	000000500754	MK755	MK755	2017.07.06 08:56:49										
000000500755	1010	000000500755	MK756	MK756	2017.07.06 08:56:49										
000000500756	1010	000000500756	MK757	MK757	2017.07.06 08:56:49										
000000500757	1010	000000500757	MK758	MK758	2017.07.06 08:56:49										
000000500758	1010	000000500758	MK759	MK759	2017.07.06 08:56:49										
000000500759	1010	000000500759	MK760	MK760	2017.07.06 08:56:49										
000000500760	1010	000000500760	MK761	MK761	2017.07.06 08:56:49										
000000500761	1010	000000500761	MK762	MK762	2017.07.06 08:56:49										
000000500762	1010	000000500762	MK763	MK763	2017.07.06 08:56:49										
000000500763	1010	000000500763	MK764	MK764	2017.07.06 08:56:49										
000000500764	1010	000000500764	MK765	MK765	2017.07.06 08:56:49										
000000500765	1010	000000500765	MK766	MK766	2017.07.06 08:56:49										
000000500766	1010	000000500766	MK767	MK767	2017.07.06 08:56:49										
000000500767	1010	000000500767	MK768	MK768	2017.07.06 08:56:49										
000000500768	1010	000000500768	MK769	MK769	2017.07.06 08:56:49										
000000500769	1010	000000500769	MK770	MK770	2017.07.06 08:56:49										
000000500770	1010	000000500770	MK771	MK771	2017.07.06 08:56:49										
000000500771	1010	000000500771	MK772	MK772	2017.07.06 08:56:49										
000000500772	1010	000000500772	MK773	MK773	2017.07.06 08:56:49										
000000500773	1010	000000500773	MK774	MK774	2017.07.06 08:56:49										
000000500774	1010	000000500774	MK775	MK775	2017.07.06 08:56:49										
000000500775	1010	000000500775	MK776	MK776	2017.07.06 08:56:49										
000000500776	1010	000000500776	MK777	MK777	2017.07.06 08:56:49										
000000500777	1010	000000500777	MK778	MK778	2017.07.06 08:56:49										
000000500778	1010	000000500778	MK779	MK779	2017.07.06 08:56:49										
000000500779	1010	000000500779	MK780	MK780	2017.07.06 08:56:49										
000000500780	1010	000000500780	MK781	MK781	2017.07.06 08:56:49										
000000500781	1010	000000500781	MK782	MK782	2017.07.06 08:56:49										
